row_label_raw,row_label_full,col_0,31/12/2025,31/12/2025_1,01/01/2025,01/01/2025_1,numeric__31/12/2025,numeric__31/12/2025_1,numeric__01/01/2025,numeric__01/01/2025_1
,,,Giá gốc VND,Dự phòng VND,Giá gốc VND,Dự phòng VND,,,,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",1.139.130.483.403,-,691.195.478.041,-,1139130483403.0,,691195478041.0,
Công cụ dụng cụ,Công cụ dụng cụ,Công cụ dụng cụ,23.050.850.288,-,18.654.722.959,(34.586.144),23050850288.0,,18654722959.0,-34586144.0
Chi phí sản xuất dở dang,Chi phí sản xuất dở dang,Chi phí sản xuất dở dang,,-,,,,,,
- Bất động sản (*),Chi phí sản xuất dở dang > - Bất động sản (*),- Bất động sản (*),190.609.954.367,-,806.331.368.821,-,190609954367.0,,806331368821.0,
- Xây lắp,Chi phí sản xuất dở dang > - Xây lắp,- Xây lắp,228.328.564.031,(16.850.447.719),361.263.423.559,(15.970.716.277),228328564031.0,-16850447719.0,361263423559.0,-15970716277.0
- Phát triển khu công nghiệp,Chi phí sản xuất dở dang > - Phát triển khu công nghiệp,- Phát triển khu công nghiệp,123.027.228.678,-,121.790.535.735,-,123027228678.0,,121790535735.0,
- Khác,Chi phí sản xuất dở dang > - Khác,- Khác,22.422.671.427,-,61.123.061.828,(879.731.442),22422671427.0,,61123061828.0,-879731442.0
Thành phẩm,Chi phí sản xuất dở dang > Thành phẩm,Thành phẩm,25.905.277.921,(21.966.775.160),26.162.572.076,(21.966.775.160),25905277921.0,-21966775160.0,26162572076.0,-21966775160.0
Hàng hóa,Chi phí sản xuất dở dang > Hàng hóa,Hàng hóa,560.158.011.435,(491.805.774),310.006.594.818,(723.113.389),560158011435.0,-491805774.0,310006594818.0,-723113389.0
Hàng đang gối bán,Chi phí sản xuất dở dang > Hàng đang gối bán,Hàng đang gối bán,174.419.843,-,174.419.843,-,174419843.0,,174419843.0,
,,,2.312.807.461.393,(39.309.028.653),2.396.702.177.680,(39.574.922.412),2312807461393.0,-39309028653.0,2396702177680.0,-39574922412.0
