row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm,31/12/2025VND > 3.939.868.078.500 > 45.799.845.598 > 1.637.206.098,01/01/2025VND > 3.818.308.058.953 > 156.399.666.668 > 376.021.485.997,numeric__31/12/2025VND > 3.939.868.078.500 > 45.799.845.598 > 1.637.206.098,numeric__01/01/2025VND > 3.818.308.058.953 > 156.399.666.668 > 376.021.485.997
,,,3.987.305.130.196,4.350.729.211.618,3987305130196.0,4350729211618.0
Số phải trả trong vòng 12 tháng,Số phải trả trong vòng 12 tháng,Số phải trả trong vòng 12 tháng,3.939.868.078.500,3.818.308.058.953,3939868078500.0,3818308058953.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,47.437.051.696,532.421.152.665,47437051696.0,532421152665.0
