row_label_raw,row_label_full,col_0,Số dư 31/12/2025,Số dư 31/12/2025_1,Số dư 31/12/2025_2,Thời hạn vay,Hình thức đảm bảo,numeric__Số dư 31/12/2025,numeric__Số dư 31/12/2025_1,numeric__Số dư 31/12/2025_2,numeric__Thời hạn vay,numeric__Hình thức đảm bảo
,,,VND,Mục đích,Lãi suất,Thời hạn vay,Hình thức đảm bảo,,,,,
Ngân hàng Việt Nam Thịnh Vượng - Chi nhánh Miền Nam,Ngân hàng Việt Nam Thịnh Vượng - Chi nhánh Miền Nam,Ngân hàng Việt Nam Thịnh Vượng - Chi nhánh Miền Nam,109.715.634.828,Thanh toán tiền nhận chuyển nhượng 13 căn Shophouse tại Dự án Imperia Grand Đức Hòa do Công ty Cổ phần Terra Goold làm chủ đầu tư.,Theo từng lần giải ngân,36 - 42 tháng,Thế chấp bằng tài đản phát sinh từ hợp đồng mua bán 13 cần biệt thự tại Dự án Imperia Grand Đức Hòa,109715634828.0,,,,
Ngân hàng TMCP Quản đội - PGD Quang Trung,Ngân hàng TMCP Quản đội - PGD Quang Trung,Ngân hàng TMCP Quản đội - PGD Quang Trung,8.397.147.938,Bổ sung vốn phục vụ đầu tư xây dựng hệ thống điện mặt trời mái nhà,"10,4%/năm",84 tháng,Bất động sản đầu tư cho thuê (nhà xưởng lô D block A) có giá trị còn lại tại ngày 31/12/2025 là 18.417.008.649 VND,8397147938.0,,,,
Ngân hàng TMCP Kiên Long - Chi nhánh Nhà Bè,Ngân hàng TMCP Kiên Long - Chi nhánh Nhà Bè,Ngân hàng TMCP Kiên Long - Chi nhánh Nhà Bè,1.142.800.000,Bổ sung vốn lưu động,"7,9%/năm",84 tháng,"01 xe Volkswagen 7 chỗ, số tự động, biển số 51L-100.35 thuộc sở hữu của Công ty với giá trị 2.188.000.000 VND.",1142800000.0,,,,
Ngân hàng TMCP Phát triển TP Hồ Chí Minh,Ngân hàng TMCP Phát triển TP Hồ Chí Minh,Ngân hàng TMCP Phát triển TP Hồ Chí Minh,25.991.168.100,Thanh toán chi phí thi công hoàn thiện Dự án Khu II- Cao ốc thương mại và căn hộ Lakeside Tower.,Theo từng lần giải ngân,36 tháng,Toàn bộ tài sản hình thành tử vốn vay,25991168100.0,,,,
Ngân hàng TMCP Quản đội,Ngân hàng TMCP Quản đội,Ngân hàng TMCP Quản đội,3.504.564.541,Bổ sung vốn phục vụ đầu tư xây dựng hệ thống điện mặt trời mái nhà.,Theo từng lần giải ngân,07 năm,"+ Quyền đời nợ phát sinh từ hợp đồng mua bán điện;+ Hệ thống máy móc thiết bị điện năng lượng mặt trời mái nhà công suất <1 MW hình thành từ phương án MB;+ Hệ thống máy móc thiết bị điện năng lượng mặt trời mái nhà công suất <1 MW (bao gồm nhưng không giới hạn toàn bộ máy móc thiết bị, các vật tư phụ kiện kèm theo, lợi tức và các quyền phát sinh);+ Hệ thống máy móc thiết bị điện năng lượng mặt trời mái nhà công suất <1 MW (bao gồm nhưng không giới hạn toàn bộ máy móc thiết bị, các vật tư phụ kiện kèm theo, lợi tức và các quyền phát sinh)",3504564541.0,,,,
