row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị VND,31/12/2025 > Dự phòng VND,01/01/2025 > Giá trị VND,01/01/2025 > Dự phòng VND,numeric__31/12/2025 > Giá trị VND,numeric__31/12/2025 > Dự phòng VND,numeric__01/01/2025 > Giá trị VND,numeric__01/01/2025 > Dự phòng VND
Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,,,,
Công ty CP 479 Hòa Bình,Bên liên quan > Công ty CP 479 Hòa Bình,Công ty CP 479 Hòa Bình,2.498.684.358,-,-,-,2498684358.0,,,
Công ty CP Trang trí Nội thất Onwa Tech,Bên liên quan > Công ty CP Trang trí Nội thất Onwa Tech,Công ty CP Trang trí Nội thất Onwa Tech,1.944.918.073,-,-,-,1944918073.0,,,
Ông Lê Việt Hải và Bà Bùi Ngọc Mai – tạm ứng,Bên liên quan > Ông Lê Việt Hải và Bà Bùi Ngọc Mai – tạm ứng,Ông Lê Việt Hải và Bà Bùi Ngọc Mai – tạm ứng,61.998.955,-,120.000.000.000,-,61998955.0,,120000000000.0,
Ông Lê Việt Hiếu – tạm ứng,Bên liên quan > Ông Lê Việt Hiếu – tạm ứng,Ông Lê Việt Hiếu – tạm ứng,741.643.396,-,-,-,741643396.0,,,
"Ông Lê Việt Hoà – tạm ứng, phải thu khác","Bên liên quan > Ông Lê Việt Hoà – tạm ứng, phải thu khác","Ông Lê Việt Hoà – tạm ứng, phải thu khác",17.087.093.230,-,-,-,17087093230.0,,,
Ông Lê Văn Nam – tạm ứng,Bên liên quan > Ông Lê Văn Nam – tạm ứng,Ông Lê Văn Nam – tạm ứng,207.530.000,-,-,-,207530000.0,,,
Ông Lê Việt Hà – tạm ứng,Bên liên quan > Ông Lê Việt Hà – tạm ứng,Ông Lê Việt Hà – tạm ứng,5.250.000.000,-,-,-,5250000000.0,,,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,,,,
Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,,,,
- Thực hiện thỏa thuận về phát hành cổ phiếu cho đối tác,Tạm ứng cho nhân viên > - Thực hiện thỏa thuận về phát hành cổ phiếu cho đối tác,- Thực hiện thỏa thuận về phát hành cổ phiếu cho đối tác,-,-,99.500.000.000,-,,,99500000000.0,
- Đề mua cổ phần tại Công ty CP Đầu tư Pax International,Tạm ứng cho nhân viên > - Đề mua cổ phần tại Công ty CP Đầu tư Pax International,- Đề mua cổ phần tại Công ty CP Đầu tư Pax International,-,-,138.451.358.600,-,,,138451358600.0,
"- Tạm ứng chi phí vật tư, hàng hóa công trình và công tác phí","Tạm ứng cho nhân viên > - Tạm ứng chi phí vật tư, hàng hóa công trình và công tác phí","- Tạm ứng chi phí vật tư, hàng hóa công trình và công tác phí",162.123.316.137,(82.266.753.480),332.977.916.962,(82.266.753.480),162123316137.0,-82266753480.0,332977916962.0,-82266753480.0
Các khoản đặt cọc để mua dự án và căn hộ,Tạm ứng cho nhân viên > Các khoản đặt cọc để mua dự án và căn hộ,Các khoản đặt cọc để mua dự án và căn hộ,424.229.906.312,(205.147.652.851),385.302.200.000,(205.147.652.851),424229906312.0,-205147652851.0,385302200000.0,-205147652851.0
Phải thu về chi hộ (i),Tạm ứng cho nhân viên > Phải thu về chi hộ (i),Phải thu về chi hộ (i),509.930.288.575,-,483.233.833.722,-,509930288575.0,,483233833722.0,
Phải thu từ hoạt động thanh lý tài sản,Tạm ứng cho nhân viên > Phải thu từ hoạt động thanh lý tài sản,Phải thu từ hoạt động thanh lý tài sản,-,-,290.788.401.334,-,,,290788401334.0,
Phải thu từ hoạt động chuyển nhượng khoản đầu tư (ii),Tạm ứng cho nhân viên > Phải thu từ hoạt động chuyển nhượng khoản đầu tư (ii),Phải thu từ hoạt động chuyển nhượng khoản đầu tư (ii),19.163.384.000,-,39.637.315.070,-,19163384000.0,,39637315070.0,
Phải thu từ hoạt động bán các khoản phải thu (iii),Tạm ứng cho nhân viên > Phải thu từ hoạt động bán các khoản phải thu (iii),Phải thu từ hoạt động bán các khoản phải thu (iii),74.554.981.799,-,74.554.981.799,-,74554981799.0,,74554981799.0,
Lãi chậm thanh toán,Tạm ứng cho nhân viên > Lãi chậm thanh toán,Lãi chậm thanh toán,349.179.042.380,(39.262.940.435),152.183.019.148,(39.262.940.435),349179042380.0,-39262940435.0,152183019148.0,-39262940435.0
"Lãi tiền gửi ngân hàng, lãi cho vay","Tạm ứng cho nhân viên > Lãi tiền gửi ngân hàng, lãi cho vay","Lãi tiền gửi ngân hàng, lãi cho vay",5.671.244.111,-,4.533.254.563,-,5671244111.0,,4533254563.0,
