row_label_raw,row_label_full,Tên,Chức vụ,Năm 2025 VND,Năm 2024 VND,numeric__Chức vụ,numeric__Năm 2025 VND,numeric__Năm 2024 VND
Ông Lê Viết Hải,Ông Lê Viết Hải,Ông Lê Viết Hải,Chủ tịch HĐQT,2.747.344.575,1.845.713.532,,2747344575.0,1845713532.0
Ông Lê Viết Hiếu,Ông Lê Viết Hiếu,Ông Lê Viết Hiếu,Phó Chủ tịch HĐQT kiểm Phó Tổng Giám đốc thường trực,2.717.791.760,1.779.849.200,,2717791760.0,1779849200.0
Ông Lê Văn Nam,Ông Lê Văn Nam,Ông Lê Văn Nam,Thành viên HĐQT kiểm Tổng Giám đốc,1.242.829.575,1.845.713.532,,1242829575.0,1845713532.0
Ông Nguyễn Tấn Thọ,Ông Nguyễn Tấn Thọ,Ông Nguyễn Tấn Thọ,Phó Tổng Giám đốc,-,413.681.222,,,413681222.0
Ông Nguyễn Hùng Cường,Ông Nguyễn Hùng Cường,Ông Nguyễn Hùng Cường,Phó Tổng Giám đốc,-,747.758.860,,,747758860.0
Ông Nguyễn Khánh Hoàng,Ông Nguyễn Khánh Hoàng,Ông Nguyễn Khánh Hoàng,Phó Tổng Giám đốc,1.715.754.989,1.013.098.363,,1715754989.0,1013098363.0
Ông Đình Văn Thanh,Ông Đình Văn Thanh,Ông Đình Văn Thanh,Phó Tổng Giám đốc,-,627.325.344,,,627325344.0
Ông Lê Văn Viên,Ông Lê Văn Viên,Ông Lê Văn Viên,Phó Tổng Giám đốc,153.792.409,574.234.738,,153792409.0,574234738.0
Ông Huỳnh Tấn Quốc,Ông Huỳnh Tấn Quốc,Ông Huỳnh Tấn Quốc,Phó Tổng Giám đốc,331.293.805,-,,331293805.0,
Ông Phạm Hồng Hà,Ông Phạm Hồng Hà,Ông Phạm Hồng Hà,Phó Tổng Giám đốc,277.184.149,-,,277184149.0,
Ông Nguyễn Kinh Luân,Ông Nguyễn Kinh Luân,Ông Nguyễn Kinh Luân,Phó Tổng Giám đốc kiểm thành viên HĐQT,3.568.996.162,542.048.892,,3568996162.0,542048892.0
Ông Nguyễn Lâm Văn Trà,Ông Nguyễn Lâm Văn Trà,Ông Nguyễn Lâm Văn Trà,Phó Tổng Giám đốc,309.170.000,-,,309170000.0,
Bà Nguyễn Kim Loan,Bà Nguyễn Kim Loan,Bà Nguyễn Kim Loan,Giám đốc tài chính đến ngày 01/09/2025,489.868.533,885.371.108,,489868533.0,885371108.0
