row_label_raw,row_label_full,Đối tượng liên quan,Nội dung giao dịch,Năm 2025 VND,Năm 2024 VND,numeric__Nội dung giao dịch,numeric__Năm 2025 VND,numeric__Năm 2024 VND
Ông Lê Viết Hải,Ông Lê Viết Hải,Ông Lê Viết Hải,,,,,,
Ông Lê Viết Hải,Ông Lê Viết Hải > Ông Lê Viết Hải,Ông Lê Viết Hải,Hoàn ứng,120.366.414.329,-,,120366414329.0,
Ông Lê Viết Hải,Ông Lê Viết Hải > Ông Lê Viết Hải,Ông Lê Viết Hải,Tạm ứng,436.209.212,-,,436209212.0,
Bà Bùi Ngọc Mai,Bà Bùi Ngọc Mai,Bà Bùi Ngọc Mai,,,,,,
Bà Bùi Ngọc Mai,Bà Bùi Ngọc Mai > Bà Bùi Ngọc Mai,Bà Bùi Ngọc Mai,Phí bảo lãnh tài sản,502.722.430,-,,502722430.0,
Bà Bùi Ngọc Mai,Bà Bùi Ngọc Mai > Bà Bùi Ngọc Mai,Bà Bùi Ngọc Mai,Thanh toán phí bảo lãnh tài sản,368.072.413,-,,368072413.0,
Ông Lê Viết Hiếu,Ông Lê Viết Hiếu,Ông Lê Viết Hiếu,,,,,,
Ông Lê Viết Hiếu,Ông Lê Viết Hiếu > Ông Lê Viết Hiếu,Ông Lê Viết Hiếu,Tạm ứng,3.445.395.168,-,,3445395168.0,
Ông Lê Viết Hiếu,Ông Lê Viết Hiếu > Ông Lê Viết Hiếu,Ông Lê Viết Hiếu,Hoàn ứng,3.414.215.815,-,,3414215815.0,
Ông Lê Viết Hoà,Ông Lê Viết Hoà,Ông Lê Viết Hoà,,,,,,
Ông Lê Viết Hoà,Ông Lê Viết Hoà > Ông Lê Viết Hoà,Ông Lê Viết Hoà,Tạm ứng,3.100.000.000,-,,3100000000.0,
Ông Lê Viết Hoà,Ông Lê Viết Hoà > Ông Lê Viết Hoà,Ông Lê Viết Hoà,"Thu, chi hộ",771.963.155,-,,771963155.0,
Ông Lê Viết Hoà,Ông Lê Viết Hoà > Ông Lê Viết Hoà,Ông Lê Viết Hoà,Vay ngắn hạn,3.500.000.000,-,,3500000000.0,
Ông Lê Viết Hoà,Ông Lê Viết Hoà > Ông Lê Viết Hoà,Ông Lê Viết Hoà,Lãi vay,2.294.203.682,-,,2294203682.0,
Ông Lê Viết Hà,Ông Lê Viết Hà,Ông Lê Viết Hà,,,,,,
Ông Lê Viết Hà,Ông Lê Viết Hà > Ông Lê Viết Hà,Ông Lê Viết Hà,Cán trừ công nợ,3.850.000.000,-,,3850000000.0,
Ông Lê Viết Hà,Ông Lê Viết Hà > Ông Lê Viết Hà,Ông Lê Viết Hà,Bán tài sản,8.850.000.000,-,,8850000000.0,
Ông Lê Viết Hà,Ông Lê Viết Hà > Ông Lê Viết Hà,Ông Lê Viết Hà,Tạm ứng,8.600.000,-,,8600000.0,
Ông Lê Viết Hà,Ông Lê Viết Hà > Ông Lê Viết Hà,Ông Lê Viết Hà,Chia cổ tức,147.460.556,-,,147460556.0,
Ông Lê Viết Hà,Ông Lê Viết Hà > Ông Lê Viết Hà,Ông Lê Viết Hà,Lãi đi vay,942.323.890,-,,942323890.0,
Ông Lê Viết Hà,Ông Lê Viết Hà > Ông Lê Viết Hà,Ông Lê Viết Hà,Vay,6.300.000.000,,,6300000000.0,
Ông Võ Minh Hoàng,Ông Võ Minh Hoàng,Ông Võ Minh Hoàng,,,,,,
Ông Võ Minh Hoàng,Ông Võ Minh Hoàng > Ông Võ Minh Hoàng,Ông Võ Minh Hoàng,Thu tạm ứng,100.000.000,-,,100000000.0,
Bà Lê Thị phương Uyên,Bà Lê Thị phương Uyên,Bà Lê Thị phương Uyên,,,,,,
Bà Lê Thị phương Uyên,Bà Lê Thị phương Uyên > Bà Lê Thị phương Uyên,Bà Lê Thị phương Uyên,Trả nợ vay ngắn hạn,1.400.000.000,-,,1400000000.0,
