row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2025 VND,01/01/2025 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025 VND,numeric__01/01/2025 VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
TÀI SẢN DÀI HẠN,TÀI SẢN > TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,200,,2.798.924.747.695,1.676.967.288.663,200.0,,2798924747695.0,1676967288663.0
Các khoản phải thu dài hạn,TÀI SẢN > Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,122.165.748.334,256.105.017.022,210.0,,122165748334.0,256105017022.0
Phải thu dài hạn của khách hàng,TÀI SẢN > Phải thu dài hạn của khách hàng,Phải thu dài hạn của khách hàng,211,,-,-,211.0,,,
Trả trước cho người bán dài hạn,TÀI SẢN > Trả trước cho người bán dài hạn,Trả trước cho người bán dài hạn,212,,-,-,212.0,,,
Vốn kinh doanh ở đơn vị trực thuộc,TÀI SẢN > Vốn kinh doanh ở đơn vị trực thuộc,Vốn kinh doanh ở đơn vị trực thuộc,213,,-,-,213.0,,,
Phải thu nội bộ dài hạn,TÀI SẢN > Phải thu nội bộ dài hạn,Phải thu nội bộ dài hạn,214,,-,-,214.0,,,
Phải thu về cho vay dài hạn,TÀI SẢN > Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,,-,-,215.0,,,
Phải thu dài hạn khác,TÀI SẢN > Phải thu dài hạn khác,Phải thu dài hạn khác,216,5.6.2,122.165.748.334,256.105.017.022,216.0,562.0,122165748334.0,256105017022.0
Dự phòng phải thu dài hạn khó đòi,TÀI SẢN > Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,219,,-,-,219.0,,,
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,220,,1.177.592.742.067,660.064.088.261,220.0,,1177592742067.0,660064088261.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,5.10,1.128.823.533.231,605.292.338.147,221.0,510.0,1128823533231.0,605292338147.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,222,,2.223.116.769.792,1.632.910.727.983,222.0,,2223116769792.0,1632910727983.0
Giá trị hao mòn lũy kế,TÀI SẢN > Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(1.094.293.236.561),(1.027.618.389.836),223.0,,-1094293236561.0,-1027618389836.0
Tài sản cố định thuê tài chính,TÀI SẢN > Tài sản cố định thuê tài chính,Tài sản cố định thuê tài chính,224,,3.582.450.000,4.336.650.000,224.0,,3582450000.0,4336650000.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,225,,7.542.000.000,7.542.000.000,225.0,,7542000000.0,7542000000.0
Giá trị hao mòn lũy kế,TÀI SẢN > Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,226,,(3.959.550.000),(3.205.350.000),226.0,,-3959550000.0,-3205350000.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,227,5.11,45.186.758.836,50.435.100.114,227.0,511.0,45186758836.0,50435100114.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,228,,77.651.798.926,80.108.731.869,228.0,,77651798926.0,80108731869.0
Giá trị hao mòn lũy kế,TÀI SẢN > Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(32.465.040.090),(29.673.631.755),229.0,,-32465040090.0,-29673631755.0
Bất động sản đầu tư,TÀI SẢN > Bất động sản đầu tư,Bất động sản đầu tư,230,5.12,164.125.995.155,163.928.269.415,230.0,512.0,164125995155.0,163928269415.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,231,,168.683.809.332,167.838.199.332,231.0,,168683809332.0,167838199332.0
Giá trị hao mòn lũy kế,TÀI SẢN > Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(4.557.814.177),(3.909.929.917),232.0,,-4557814177.0,-3909929917.0
Tài sản dở dang dài hạn,TÀI SẢN > Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,748.773.725.599,48.161.028.276,240.0,,748773725599.0,48161028276.0
"Chi phí sản xuất, kinh doanh dở dang dài hạn","TÀI SẢN > Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn",241,5.13,702.619.796.886,-,241.0,513.0,702619796886.0,
Chi phí xây dựng cơ bản dở dang,TÀI SẢN > Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,,46.153.928.713,48.161.028.276,242.0,,46153928713.0,48161028276.0
Các khoản đầu tư tài chính dài hạn,TÀI SẢN > Các khoản đầu tư tài chính dài hạn,Các khoản đầu tư tài chính dài hạn,250,5.15,296.576.037.090,304.880.707.419,250.0,515.0,296576037090.0,304880707419.0
Đầu tư vào công ty con,TÀI SẢN > Đầu tư vào công ty con,Đầu tư vào công ty con,251,,-,-,251.0,,,
"Đầu tư vào công ty liên doanh, liên kết","TÀI SẢN > Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",252,,273.171.037.090,276.399.494.346,252.0,,273171037090.0,276399494346.0
