row_label_raw,row_label_full,col_0,Năm 2025VND,Năm 2024VND,numeric__Năm 2025VND,numeric__Năm 2024VND
Giá vốn hợp đồng xây dựng,Giá vốn hợp đồng xây dựng,Giá vốn hợp đồng xây dựng,3.253.920.539.306,4.954.067.378.668,3253920539306.0,4954067378668.0
Giá vốn chuyển nhượng bất động sản,Giá vốn chuyển nhượng bất động sản,Giá vốn chuyển nhượng bất động sản,-,187.779.298.532,,187779298532.0
Giá vốn cho thuê máy móc thiết bị,Giá vốn cho thuê máy móc thiết bị,Giá vốn cho thuê máy móc thiết bị,208.569.960.348,-,208569960348.0,
"Giá vốn bán hàng hóa, thành phẩm","Giá vốn bán hàng hóa, thành phẩm","Giá vốn bán hàng hóa, thành phẩm",29.647.924.014,39.865.371.953,29647924014.0,39865371953.0
"Giá vốn từ dịch vụ môi giới, tư vấn, quản lý,vận hành","Giá vốn từ dịch vụ môi giới, tư vấn, quản lý,vận hành","Giá vốn từ dịch vụ môi giới, tư vấn, quản lý,vận hành",112.453.317.522,13.557.370.335,112453317522.0,13557370335.0
"Giá vốn cho thuê bất động sản (đất, cơ sở hạ tầng,nhà xưởng, vấn phòng, nhà ở)","Giá vốn cho thuê bất động sản (đất, cơ sở hạ tầng,nhà xưởng, vấn phòng, nhà ở)","Giá vốn cho thuê bất động sản (đất, cơ sở hạ tầng,nhà xưởng, vấn phòng, nhà ở)",235.932.322.069,304.873.378.791,235932322069.0,304873378791.0
Giá vốn dịch vụ tư vấn xây dựng,Giá vốn dịch vụ tư vấn xây dựng,Giá vốn dịch vụ tư vấn xây dựng,27.438.646.938,5.531.613.244,27438646938.0,5531613244.0
Giá vốn dự án năng lượng mặt trời,Giá vốn dự án năng lượng mặt trời,Giá vốn dự án năng lượng mặt trời,7.946.183.339,7.620.855.350,7946183339.0,7620855350.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,-,(15.864.450.870),,-15864450870.0
Giá vốn khác,Giá vốn khác,Giá vốn khác,440.106.231.983,565.858.974.979,440106231983.0,565858974979.0
,,,4.316.015.125.519,6.063.289.790.982,4316015125519.0,6063289790982.0
