row_label_raw,row_label_full,Doanh thu trong năm của hợp đồng xây dựng đang còn thực hiện tại ngày cuối năm,Năm 2025VND > 3.391.967.065.030,Năm 2024VND > 2.367.688.354.849,numeric__Năm 2025VND > 3.391.967.065.030,numeric__Năm 2024VND > 2.367.688.354.849
Doanh thu trong kỳ của hợp đồng xây dựng đã hoàn thành,Doanh thu trong kỳ của hợp đồng xây dựng đã hoàn thành,Doanh thu trong kỳ của hợp đồng xây dựng đã hoàn thành,198.688.251.778,2.812.230.535.751,198688251778.0,2812230535751.0
,,,3.590.655.316.808,5.179.918.890.600,3590655316808.0,5179918890600.0
