row_label_raw,row_label_full,col_0,31/12/2025VND,01/01/2025VND,numeric__31/12/2025VND,numeric__01/01/2025VND
Tiền đặt cọc của khách hàng mua nhà (*),Tiền đặt cọc của khách hàng mua nhà (*),Tiền đặt cọc của khách hàng mua nhà (*),155.356.698.324,210.471.089.812,155356698324.0,210471089812.0
Kinh phí công đoàn,Kinh phí công đoàn,Kinh phí công đoàn,10.337.399.250,10.412.734.806,10337399250.0,10412734806.0
Bảo hiểm xã hội,Bảo hiểm xã hội,Bảo hiểm xã hội,58.837.907.987,47.713.804.918,58837907987.0,47713804918.0
Phải trả nhân viên về chi phí công trình,Phải trả nhân viên về chi phí công trình,Phải trả nhân viên về chi phí công trình,9.082.886.849,9.600.144.124,9082886849.0,9600144124.0
"Tiền trợ cấp thời việc, thanh toán chế độ cho nhân viên","Tiền trợ cấp thời việc, thanh toán chế độ cho nhân viên","Tiền trợ cấp thời việc, thanh toán chế độ cho nhân viên",20.732.280.123,18.842.759.243,20732280123.0,18842759243.0
"Nhận ký quỹ, ký cược ngắn hạn khác","Nhận ký quỹ, ký cược ngắn hạn khác","Nhận ký quỹ, ký cược ngắn hạn khác",121.602.812.998,8.200.856.991,121602812998.0,8200856991.0
"Cổ tức, lợi nhuận phải trả","Cổ tức, lợi nhuận phải trả","Cổ tức, lợi nhuận phải trả",411.280.195,344.486.170,411280195.0,344486170.0
Quỹ học bổng,Quỹ học bổng,Quỹ học bổng,1.933.500.000,1.933.500.000,1933500000.0,1933500000.0
Phải trả khác,Phải trả khác,Phải trả khác,142.771.060.839,135.382.695.904,142771060839.0,135382695904.0
,,,521.065.826.565,442.902.071.968,521065826565.0,442902071968.0
