row_label_raw,row_label_full,Tên công ty,Hoạt động kinh doanh chính,Tỷ lệ vốn góp,Tỷ lệ quyền biểu quyết,Tỷ lệ phần sở hữu,numeric__Hoạt động kinh doanh chính,numeric__Tỷ lệ vốn góp,numeric__Tỷ lệ quyền biểu quyết,numeric__Tỷ lệ phần sở hữu
Công ty CP 479 Hòa Bình,Công ty CP 479 Hòa Bình,Công ty CP 479 Hòa Bình,Xây dựng công trình đường sắt và đường bộ,"35,28%","35,28%","35,28%",,0.3528,0.3528,0.3528
Công ty CP Trang trí Nội thất Onwa Tech,Công ty CP Trang trí Nội thất Onwa Tech,Công ty CP Trang trí Nội thất Onwa Tech,"Cung cấp dịch vụ trang trí nội thất, mua bán vật liệu và thiết bị lắp đặt trong xây dựng","25,53%","25,53%","25,53%",,0.2553,0.2553,0.2553
Công ty TNHH Bất động sản Thành Ngân,Công ty TNHH Bất động sản Thành Ngân,Công ty TNHH Bất động sản Thành Ngân,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","28,31%","28,31%","28,31%",,0.28309999999999996,0.28309999999999996,0.28309999999999996
