row_label_raw,row_label_full,Họ và Tên,Quốc tịch,Chức vụ,numeric__Quốc tịch,numeric__Chức vụ
Bà Lê Thị Phương Uyền,Bà Lê Thị Phương Uyền,Bà Lê Thị Phương Uyền,Việt Nam,Trường ban,,
Bà Đỗ Thị Thanh Huyền,Bà Đỗ Thị Thanh Huyền,Bà Đỗ Thị Thanh Huyền,Việt Nam,Thành viên,,
Ông Nguyễn Gia Bảo,Ông Nguyễn Gia Bảo,Ông Nguyễn Gia Bảo,Việt Nam,Thành viên,,
