row_label_raw,row_label_full,Ông Nguyễn Đức Anh,Giám đốc tài chính từ ngày 08/09/2025,404.495.000,-,numeric__Giám đốc tài chính từ ngày 08/09/2025,numeric__404.495.000,numeric__-
Bà Lê Thị Thu Trang,Bà Lê Thị Thu Trang,Bà Lê Thị Thu Trang,Kế toán trường,895.875.499,109.907.021,,895875499.0,109907021.0
Ông Hoàng Quang Huy,Ông Hoàng Quang Huy,Ông Hoàng Quang Huy,Giám đốc kiểm toán nội bộ,-,367.293.815,,,367293815.0
Bà Phạm Lâm Quỳnh Trâm,Bà Phạm Lâm Quỳnh Trâm,Bà Phạm Lâm Quỳnh Trâm,Trường ban KTNB,755.230.818,611.320.820,,755230818.0,611320820.0
