row_label_raw,row_label_full,Tên công ty,Hoạt động kinh doanh chính,Tỷ lệ vốn góp,Tỷ lệ quyền biểu quyết,Tỷ lệ phần sở hữu,numeric__Hoạt động kinh doanh chính,numeric__Tỷ lệ vốn góp,numeric__Tỷ lệ quyền biểu quyết,numeric__Tỷ lệ phần sở hữu
Công ty TNHH Sản xuất và Trang trí Mộc Hòa Bình,Công ty TNHH Sản xuất và Trang trí Mộc Hòa Bình,Công ty TNHH Sản xuất và Trang trí Mộc Hòa Bình,"Sản xuất, mua bán, gia công và lắp đặt hàng mộc gia dụng, hàng trang trí nội thất","97,30%","99,31%","97,30%",,0.973,0.9931,0.973
Công ty TNHH MTV HBIS,Công ty TNHH MTV HBIS,Công ty TNHH MTV HBIS,Cung cấp dịch vụ nhà hàng và ăn uống lưu động,"97,97%","100,00%","97,97%",,0.9797,1.0,0.9797
Công ty CP Interhouse LA (đến ngày 31/05/2025),Công ty CP Interhouse LA (đến ngày 31/05/2025),Công ty CP Interhouse LA (đến ngày 31/05/2025),"Sản xuất, mua bán, gia công và lắp đặt hàng mộc gia dụng, hàng trang trí nội thất","97,59%","99,62%","97,59%",,0.9759,0.9962000000000001,0.9759
