row_label_raw,row_label_full,Công ty CP Du lịch Hòa Bình Việt Nam,31/12/2025 > Giá gốc VND > 21.405.000.000,31/12/2025 > Dự phòng VND > -,31/12/2025 > Giá trị hợp lý VND > (*),01/01/2025 > Giá gốc VND > 21.405.000.000,01/01/2025 > Dự phòng VND > -,01/01/2025 > Giá trị hợp lý VND > (*),numeric__31/12/2025 > Giá gốc VND > 21.405.000.000,numeric__31/12/2025 > Dự phòng VND > -,numeric__31/12/2025 > Giá trị hợp lý VND > (*),numeric__01/01/2025 > Giá gốc VND > 21.405.000.000,numeric__01/01/2025 > Dự phòng VND > -,numeric__01/01/2025 > Giá trị hợp lý VND > (*)
Công ty CP Sài Gòn - Rạch Giá,Công ty CP Sài Gòn - Rạch Giá,Công ty CP Sài Gòn - Rạch Giá,13.637.400.000,(13.637.400.000),(*),13.637.400.000,(13.635.758.080),(*),13637400000.0,-13637400000.0,,13637400000.0,-13635758080.0,
Công ty CP Jesco Asi (**),Công ty CP Jesco Asi (**),Công ty CP Jesco Asi (**),-,-,,4.185.000.000,(454.614.718),(*),,,,4185000000.0,-454614718.0,
Công ty CP Tập đoàn Đầu tư TRV Holding,Công ty CP Tập đoàn Đầu tư TRV Holding,Công ty CP Tập đoàn Đầu tư TRV Holding,1.200.000.000,(1.200.000.000),(*),1.200.000.000,-,,1200000000.0,-1200000000.0,,1200000000.0,,
,,,36.242.400.000,(14.837.400.000),,40.427.400.000,(14.090.372.798),,36242400000.0,-14837400000.0,,40427400000.0,-14090372798.0,
