row_label_raw,row_label_full,Công ty CP Terra Gold Việt Nam,23.995.818.283,224.463.119.282,numeric__23.995.818.283,numeric__224.463.119.282
Công ty TNHH Thành phố Aqua,Công ty TNHH Thành phố Aqua,Công ty TNHH Thành phố Aqua,137.626.046.563,171.107.561.174,137626046563.0,171107561174.0
Công ty CP Thái - Holding,Công ty CP Thái - Holding,Công ty CP Thái - Holding,176.317.623.280,111.612.912.770,176317623280.0,111612912770.0
Công ty TNHH Xây dựng dân dụng Phú Quốc,Công ty TNHH Xây dựng dân dụng Phú Quốc,Công ty TNHH Xây dựng dân dụng Phú Quốc,86.120.697.687,144.089.515.115,86120697687.0,144089515115.0
Công ty CP Bất động sản Tập đoàn Tân Á Đại Thành - Meyland,Công ty CP Bất động sản Tập đoàn Tân Á Đại Thành - Meyland,Công ty CP Bất động sản Tập đoàn Tân Á Đại Thành - Meyland,112.628.667.416,122.429.651.632,112628667416.0,122429651632.0
Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,4.015.953.617.777,4.518.494.675.759,4015953617777.0,4518494675759.0
,,,6.894.237.204.710,6.851.546.665.935,6894237204710.0,6851546665935.0
