row_label_raw,row_label_full,col_0,Năm 2025VND,Năm 2024VND,numeric__Năm 2025VND,numeric__Năm 2024VND
Doanh thu hợp đồng xây dựng (*),Doanh thu hợp đồng xây dựng (*),Doanh thu hợp đồng xây dựng (*),3.553.505.762.685,5.179.918.890.600,3553505762685.0,5179918890600.0
Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,-,222.967.086.567,,222967086567.0
Doanh thu cho thuê mát móc thiết bị,Doanh thu cho thuê mát móc thiết bị,Doanh thu cho thuê mát móc thiết bị,137.004.323.535,-,137004323535.0,
"Doanh thu bán hàng hóa, thành phẩm","Doanh thu bán hàng hóa, thành phẩm","Doanh thu bán hàng hóa, thành phẩm",28.143.698.608,64.297.066.423,28143698608.0,64297066423.0
"Doanh thu từ dịch vụ môi giới, tư vấn,quản lý, vận hành","Doanh thu từ dịch vụ môi giới, tư vấn,quản lý, vận hành","Doanh thu từ dịch vụ môi giới, tư vấn,quản lý, vận hành",24.199.430.742,25.578.948.927,24199430742.0,25578948927.0
"Doanh thu cho thuê bất động sản (đất, cơ sởhạ tầng, nhà xuống, văn phòng, nhà ở)","Doanh thu cho thuê bất động sản (đất, cơ sởhạ tầng, nhà xuống, văn phòng, nhà ở)","Doanh thu cho thuê bất động sản (đất, cơ sởhạ tầng, nhà xuống, văn phòng, nhà ở)",400.458.002.867,340.339.670.627,400458002867.0,340339670627.0
Doanh thu dịch vụ tư vấn xây dựng,Doanh thu dịch vụ tư vấn xây dựng,Doanh thu dịch vụ tư vấn xây dựng,33.438.804.742,10.631.072.574,33438804742.0,10631072574.0
Doanh thu dự án năng lượng mặt trời,Doanh thu dự án năng lượng mặt trời,Doanh thu dự án năng lượng mặt trời,18.856.969.942,17.763.062.772,18856969942.0,17763062772.0
Doanh thu khác,Doanh thu khác,Doanh thu khác,431.389.142.649,563.704.949.981,431389142649.0,563704949981.0
"Cộng doanh thu bán hàng, cung cấp dịch vụ","Cộng doanh thu bán hàng, cung cấp dịch vụ","Cộng doanh thu bán hàng, cung cấp dịch vụ",4.626.996.135.770,6.425.200.748.471,4626996135770.0,6425200748471.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,,
Chiết khấu thương mại,Các khoản giảm trừ doanh thu > Chiết khấu thương mại,Chiết khấu thương mại,6.676.807.687,4.317.740.271,6676807687.0,4317740271.0
Giảm giá hàng bán,Các khoản giảm trừ doanh thu > Giảm giá hàng bán,Giảm giá hàng bán,20.637.692,,20637692.0,
Hàng bán bị trả lại,Các khoản giảm trừ doanh thu > Hàng bán bị trả lại,Hàng bán bị trả lại,18.297.468,38.086.046,18297468.0,38086046.0
Doanh thu thuần,Các khoản giảm trừ doanh thu > Doanh thu thuần,Doanh thu thuần,4.620.280.392.923,6.420.844.922.154,4620280392923.0,6420844922154.0
