row_label_raw,row_label_full,08. Chi phí bán hàng,Năm 2022,Năm 2021,numeric__Năm 2022,numeric__Năm 2021
- Chi phí nhân viên,- Chi phí nhân viên,- Chi phí nhân viên,29.692.875.969,38.015.183.196,29692875969.0,38015183196.0
- Chi phí vật liệu,- Chi phí vật liệu,- Chi phí vật liệu,68.269.158.342,72.499.849.648,68269158342.0,72499849648.0
"- Chi phí vận chuyển, bốc xếp","- Chi phí vận chuyển, bốc xếp","- Chi phí vận chuyển, bốc xếp",145.101.227.487,82.996.261.450,145101227487.0,82996261450.0
- Chi phí khấu hao TSCĐ,- Chi phí khấu hao TSCĐ,- Chi phí khấu hao TSCĐ,1.739.851.657,2.169.512.991,1739851657.0,2169512991.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,224.432.155.487,229.590.818.020,224432155487.0,229590818020.0
- Chi hoa hồng môi giới,- Chi hoa hồng môi giới,- Chi hoa hồng môi giới,31.330.255.068,1.402.854.574,31330255068.0,1402854574.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,90.664.672.995,80.419.052.660,90664672995.0,80419052660.0
Cộng,Cộng,Cộng,591.230.197.005,507.093.532.539,591230197005.0,507093532539.0
