row_label_raw,row_label_full,Stt,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Hoạt động kinh doanh chính,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết,numeric__Hoạt động kinh doanh chính
83,83,83,Công ty Cổ phần Chế biến Gỗ Cao su Đồng Nai,"Đường số 7, KCN Long Khánh, xã Bình Lộc, thị xã Long kính, tỉnh Đồng Nai","69,00%","69,00%","Sản xuất gỗ dán, gỗ lang, ván ép và ván mỏng khác; Khai thác gỗ; Cua, xè, bảo gỗ và bảo quản gỗ; Sản xuất giường, tủ, bàn, ghế",,,0.69,0.69,
84,84,84,Công ty TNHH Phát triển Cao su C.R.C.K,"Xã Don Cam Pech, huyện San Dan, Tỉnh Kampong Thom, Vương quốc Campuchia","100,00%","100,00%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,1.0,
85,85,85,Công ty Cổ phần Khu công nghiệp Tân Bình,"Xã Tân Bình, huyện Bắc Tân Uyên, tỉnh Bình Dương","59,64%","95,00%","Đầu tư xây dựng và kinh doanh kết cấu hạ tầng kỹ thuật khu công nghiệp; Kinh doanh nhà ở, cho thuê văn phòng, nhà xuống, nhà kho, bến bãi",,,0.5964,0.95,
86,86,86,Công ty Cổ phần VRG Khải Hoàn,"Áp Cầu Sắt, xã Lai Hưng, huyện Bến Cát, tỉnh Bình Dương","51,04%","51,04%",Sản xuất găng tay y tế các loại,,,0.5104,0.5104,
87,87,87,Công ty TNHH Cao su Bolikhamxay Hà Tĩnh,"Tỉnh Bolikhamxay, nước Cộng hòa Dân chủ Nhân dân Lào","100,00%","100,00%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,1.0,
88,88,88,Công ty TNHH Phát triển Cao su Tây Ninh Siêm Riệp,"Xã Trapeang Prasat, huyện Trapeang Prasat, tỉnh Oddar Mean Cheay, Vương quốc Campuchia","60,00%","100,00%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,0.6,1.0,
89,89,89,Công ty TNHH MTV VRG Oudomxay,"Tỉnh Oudomxay, nước Cộng hòa Dân chủ Nhân dân Lào","100,00%","100,00%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,1.0,
90,90,90,Công ty TNHH VKETI,"Tỉnh Kratie, Vương quốc Campuchia","100,00%","100,00%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,1.0,
91,91,91,Công ty Cổ phần Cao su Dầu Tiếng Lai Châu,"Khu 2, thị trấn Than Uyên, huyện Than Uyên, tỉnh Lai Châu","99,98%","100,00%",Trồng cây cao su; Xây dựng nhà các loại; Khai thác quặng kim loại qui hiểm,,,0.9998,1.0,
92,92,92,Công ty TNHH Cao su Ea H’leo BM,"Tỉnh Ratanakiri, Vương quốc Campuchia","100,00%","100,00%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,1.0,
93,93,93,Công ty TNHH Cao su Phước Hòa Đắk Lắk,"138 Hùng Vương, thị trấn Ea Súp, huyện Ea Súp, tỉnh Đắk Lắk","66,62%","100,00%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,0.6662,1.0,
94,94,94,Công ty Cổ phần Cao su Mường Nhé Điện Biên,"Bản Mường Nhé, xã Mường Nhé, huyện Mường Nhé, tỉnh Điện Biên","100,00%","100,00%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,1.0,
95,95,95,Công ty TNHH MTV Cao su Qua Van,"Tỉnh Salavan, nước Cộng hòa Dân chủ Nhân dân Lào","100,00%","100,00%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,1.0,
