row_label_raw,row_label_full,col_0,Giá gốc,Dự phòng,Giá trị hợp lý,Giá gốc_1,Dự phòng_1,Giá trị hợp lý_1,numeric__Giá gốc,numeric__Dự phòng,numeric__Giá trị hợp lý,numeric__Giá gốc_1,numeric__Dự phòng_1,numeric__Giá trị hợp lý_1
Công ty Cổ phần Địa ốc MB,Công ty Cổ phần Địa ốc MB,Công ty Cổ phần Địa ốc MB,1.095.397.161,-,1.095.397.161,1.095.397.161,-,1.095.397.161,1095397161.0,,1095397161.0,1095397161.0,,1095397161.0
Công ty Cổ phần Công nghiệp mới Kim Tự Tháp (OTC),Công ty Cổ phần Công nghiệp mới Kim Tự Tháp (OTC),Công ty Cổ phần Công nghiệp mới Kim Tự Tháp (OTC),68.237.000,(68.237.000),-,68.237.000,(68.237.000),-,68237000.0,-68237000.0,,68237000.0,-68237000.0,
Cộng,Cộng,Cộng,1.163.634.161,(68.237.000),1.095.397.161,1.163.634.161,(68.237.000),1.095.397.161,1163634161.0,-68237000.0,1095397161.0,1163634161.0,-68237000.0,1095397161.0
