row_label_raw,row_label_full,07. 01. Tài sản thiếu chờ xử lý,31/12/2022,01/01/2022,numeric__31/12/2022,numeric__01/01/2022
- Tiền,- Tiền,- Tiền,6.552.663.359,6.552.911.868,6552663359.0,6552911868.0
"- Hàng tồn kho, gửi bán","- Hàng tồn kho, gửi bán","- Hàng tồn kho, gửi bán",11.473.109.733,12.795.037.564,11473109733.0,12795037564.0
- Tài sản cố định,- Tài sản cố định,- Tài sản cố định,4.468.222.704,241.910.650,4468222704.0,241910650.0
- Tài sản khác,- Tài sản khác,- Tài sản khác,13.144.970.417,13.144.970.417,13144970417.0,13144970417.0
Cộng,Cộng,Cộng,35.638.966.213,32.734.830.499,35638966213.0,32734830499.0
