row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2022,Đơn vị tính: VND01/01/2022,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2022,numeric__Đơn vị tính: VND01/01/2022
200,200,200,B. TÀI SẢN DÀI HẠN,,54.981.042.905.335,56.244.845.666.143,,,54981042905335.0,56244845666143.0
210,210,210,I. Các khoản phải thu dài hạn,,674.381.270.108,687.629.938.300,,,674381270108.0,687629938300.0
211,211,211,1. Phải thu dài hạn của khách hàng,V.03,-,-,,,,
212,211 > 212,212,2. Trả trước cho người bán dài hạn,V.04,3.049.584.972,74.741.909.565,,,3049584972.0,74741909565.0
215,211 > 215,215,3. Phải thu về cho vay dài hạn,V.05,810.955.860.977,852.930.351.700,,,810955860977.0,852930351700.0
216,211 > 216,216,4. Phải thu dài hạn khác,V.06,278.179.328.465,240.050.136.616,,,278179328465.0,240050136616.0
219,211 > 219,219,5. Dự phòng phải thu dài hạn khó đòi (*),,(417.803.504.306),(480.092.459.581),,,-417803504306.0,-480092459581.0
220,211 > 220,220,II. Tài sản cố định,,33.943.662.353.232,32.558.961.754.737,,,33943662353232.0,32558961754737.0
221,211 > 221,221,1. Tài sản cố định hữu hình,V.11,33.824.878.699.426,32.437.264.858.666,,,33824878699426.0,32437264858666.0
222,211 > 222,222,- Nguyên giá,,52.268.338.305.685,48.991.361.935.839,,,52268338305685.0,48991361935839.0
223,211 > 223,223,- Giá trị hao mòn lũy kế,,(18.443.459.606.259),(16.554.097.077.173),,,-18443459606259.0,-16554097077173.0
224,211 > 224,224,2. Tài sản cố định thuê tài chính,V.13,1.163.799.256,912.333.329,,,1163799256.0,912333329.0
225,211 > 225,225,- Nguyên giá,,1.866.940.741,1.251.200.000,,,1866940741.0,1251200000.0
226,211 > 226,226,- Giá trị hao mòn lũy kế,,(703.141.485),(338.866.671),,,-703141485.0,-338866671.0
227,211 > 227,227,3. Tài sản cố định vô hình,V.12,117.619.854.550,120.784.562.742,,,117619854550.0,120784562742.0
228,211 > 228,228,- Nguyên giá,,202.827.056.983,198.666.805.587,,,202827056983.0,198666805587.0
229,211 > 229,229,- Giá trị hao mòn lũy kế,,(85.207.202.433),(77.882.242.845),,,-85207202433.0,-77882242845.0
230,211 > 230,230,III. Bất động sản đầu tư,V.14,1.418.651.006.137,1.477.791.601.086,,,1418651006137.0,1477791601086.0
231,211 > 231,231,- Nguyên giá,,2.236.641.918.049,2.164.020.409.434,,,2236641918049.0,2164020409434.0
232,211 > 232,232,- Giá trị hao mòn lũy kế,,(817.990.911.912),(686.228.808.348),,,-817990911912.0,-686228808348.0
240,211 > 240,240,IV. Tài sản dỡ dang dài hạn,V.15,12.094.646.601.152,14.729.359.134.988,,,12094646601152.0,14729359134988.0
241,211 > 241,241,1. Chi phí sản xuất kinh doanh dở dang dài hạn,,192.745.439.256,187.354.198.520,,,192745439256.0,187354198520.0
242,211 > 242,242,2. Chi phí xây dựng cơ bản dở dang,,11.901.901.161.896,14.542.004.936.468,,,11901901161896.0,14542004936468.0
250,211 > 250,250,V. Đầu tư tài chính dài hạn,V.02,2.823.208.037.195,2.760.226.679.370,,,2823208037195.0,2760226679370.0
252,211 > 252,252,"1. Đầu tư vào công ty liên doanh, liên kết",,2.431.387.573.533,2.329.783.430.802,,,2431387573533.0,2329783430802.0
253,211 > 253,253,2. Đầu tư góp vốn vào đơn vị khác,,393.731.440.114,354.526.105.622,,,393731440114.0,354526105622.0
254,211 > 254,254,3. Dự phòng đầu tư tài chính dài hạn (*),,(54.160.976.452),(22.172.522.807),,,-54160976452.0,-22172522807.0
255,211 > 255,255,4. Đầu tư nắm giữ đến ngày đáo hạn,,52.250.000.000,98.089.665.753,,,52250000000.0,98089665753.0
260,211 > 260,260,VI. Tài sản dài hạn khác,,4.026.493.637.511,4.030.876.557.662,,,4026493637511.0,4030876557662.0
261,211 > 261,261,1. Chi phí trả trước dài hạn,V.09,3.703.457.070.374,3.666.617.997.285,,,3703457070374.0,3666617997285.0
262,211 > 262,262,2. Tài sản thuế thu nhập hoãn lại,V.16,168.229.975.157,285.030.253.411,,,168229975157.0,285030253411.0
263,211 > 263,263,"3. Thiết bị, vật tư, phụ tùng thay thế dài hạn",,117.892.302.361,77.546.010.824,,,117892302361.0,77546010824.0
268,268,268,4. Tài sản dài hạn khác,,-,-,,,,
269,268 > 269,269,5. Lợi thế thương mại,V.17,36.914.289.619,1.682.296.142,,,36914289619.0,1682296142.0
270,268 > 270,270,TỔNG CỘNG TÀI SẢN,,78.376.929.962.202,79.014.197.735.384,,,78376929962202.0,79014197735384.0
