row_label_raw,row_label_full,"14. Chi phí sản xuất, kinh doanh theo yếu tố",Năm 2022,Năm 2021,numeric__Năm 2022,numeric__Năm 2021
"- Chi phí nguyên liệu, vật liệu","- Chi phí nguyên liệu, vật liệu","- Chi phí nguyên liệu, vật liệu",4.941.699.611.567,4.367.270.219.863,4941699611567.0,4367270219863.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,4.500.271.796.146,4.077.054.266.516,4500271796146.0,4077054266516.0
"- Chi phí công cụ, dụng cụ, đồ dùng","- Chi phí công cụ, dụng cụ, đồ dùng","- Chi phí công cụ, dụng cụ, đồ dùng",281.996.464.853,139.374.954.120,281996464853.0,139374954120.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,2.458.765.550.692,2.303.518.160.158,2458765550692.0,2303518160158.0
"- Thuế, phí và lệ phí","- Thuế, phí và lệ phí","- Thuế, phí và lệ phí",79.735.064.985,37.338.486.528,79735064985.0,37338486528.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,818.423.916.706,657.052.506.292,818423916706.0,657052506292.0
- Chi phí khác bằng tiền,- Chi phí khác bằng tiền,- Chi phí khác bằng tiền,1.127.074.449.573,967.434.674.169,1127074449573.0,967434674169.0
Cộng,Cộng,Cộng,14.207.966.854.522,12.549.043.267.646,14207966854522.0,12549043267646.0
