row_label_raw,row_label_full,05.2. Phải thu về cho vay dài hạn,31/12/2022,01/01/2022,numeric__31/12/2022,numeric__01/01/2022
Cho vay tại các công ty thành viên trong Tập đoàn,Cho vay tại các công ty thành viên trong Tập đoàn,Cho vay tại các công ty thành viên trong Tập đoàn,70.243.184.955,74.461.240.508,70243184955.0,74461240508.0
Cho vay tại Công ty Tài chính TNHH MTV Cao su Việt Nam được sáp nhập,Cho vay tại Công ty Tài chính TNHH MTV Cao su Việt Nam được sáp nhập,Cho vay tại Công ty Tài chính TNHH MTV Cao su Việt Nam được sáp nhập,740.712.676.022,778.469.111.192,740712676022.0,778469111192.0
- Cho vay theo hình thức Repo cổ phiếu,- Cho vay theo hình thức Repo cổ phiếu,- Cho vay theo hình thức Repo cổ phiếu,51.546.359.215,51.856.359.215,51546359215.0,51856359215.0
- Cho vay khách hàng,- Cho vay khách hàng,- Cho vay khách hàng,689.166.316.807,726.612.751.977,689166316807.0,726612751977.0
Cộng,Cộng,Cộng,810.955.860.977,852.930.351.700,810955860977.0,852930351700.0
