row_label_raw,row_label_full,Stt,"Tên công ty liên kết, liên doanh",Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Hoạt động kinh doanh chính,"numeric__Tên công ty liên kết, liên doanh",numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết,numeric__Hoạt động kinh doanh chính
1,1,1,Công ty Cổ phần Thống Nhất,"KCN Bầu Xéo, xã Sông Trầu, huyện Tràng Bom, tỉnh Đồng Nai","36,07%","36,07%","Đầu tư xây dựng và kinh doanh cơ sở hạ tầng khu công nghiệp; kinh doanh điện, nước sạch; dịch vụ xử lý nước thải",,,0.3607,0.3607,
2,2,2,Công ty Cổ phần Phát triển Đô thị và KCN Cao su Việt Nam,"165 Bạch Đằng, thành phố Hải Dương, tỉnh Hải Dương","36,24%","39,11%","Đầu tư xây dựng cơ sở hạ tầng và kinh doanh KCN; Xây dựng nhà ở, căn hộ, văn phòng; Khai thác và chế biến các loại khoáng sản; cho thuê đất, kho bãi, văn phòng, nhà ở, bãi dỗ xe",,,0.3624,0.3911,
3,3,3,Công ty TNHH Nghiên cứu Khoa học & SXTN Cao su Visorutex,"Số 8 Trần Quý Khoách, quận 1, TP. Hồ Chí Minh","27,78%","27,78%","Trồng, khai thác, chế biến và xuất khẩu cao su",,,0.2778,0.2778,
4,4,4,Công ty Cổ phần Đầu tư Xây dựng Cơ sở Hạ tầng Bình Phước,"Áp Hòa Vinh, xã Thành Tâm, huyện Chơn Thành, tỉnh Bình Phước","29,17%","29,17%",Sản xuất vật liệu xây dựng từ đất sét; Xây dựng nhà các loại; Xây dựng công trình đường sắt và đường bộ; Bán buôn tổng hợp,,,0.2917,0.2917,
