row_label_raw,row_label_full,col_0,col_1,VND,VND_1,numeric__col_1,numeric__VND,numeric__VND_1
Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Phải thu khách hàng,1.463.451.151,8.903.827.425,,1463451151.0,8903827425.0
Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Người mua trả tiền trước,10.389.912.764,18.575.915.500,,10389912764.0,18575915500.0
Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Phải trả khác,,238.104.680,,,238104680.0
Công ty CP Chi sợi Cao su VRG Sa do,Công ty CP Chi sợi Cao su VRG Sa do,Công ty CP Chi sợi Cao su VRG Sa do,Phải thu khách hàng ngắn hạn,49.966.282.628,50.193.676.652,,49966282628.0,50193676652.0
Công ty CP Chi sợi Cao su VRG Sa do,Công ty CP Chi sợi Cao su VRG Sa do,Công ty CP Chi sợi Cao su VRG Sa do,Phải trả người bán ngắn hạn,294.921.000,,,294921000.0,
Công ty CP Cao su Bến Thành,Công ty CP Cao su Bến Thành,Công ty CP Cao su Bến Thành,Phải trả người bán ngắn hạn,12.100.000,292.160.000,,12100000.0,292160000.0
Công ty CP ĐTPT VRG Long Thành,Công ty CP ĐTPT VRG Long Thành,Công ty CP ĐTPT VRG Long Thành,Phải trả ngắn hạn khác ngắn hạn,9.468.573.000,,,9468573000.0,
Công ty CP Chế biến Gỗ Cao su Chư Păng,Công ty CP Chế biến Gỗ Cao su Chư Păng,Công ty CP Chế biến Gỗ Cao su Chư Păng,Phải thu khách hàng ngắn hạn,1.784.058.008,2.734.058.008,,1784058008.0,2734058008.0
Công ty CP Đầu tư Xây dựng Cao su,Công ty CP Đầu tư Xây dựng Cao su,Công ty CP Đầu tư Xây dựng Cao su,Phải thu khách hàng ngắn hạn,12.729.305.073,,,12729305073.0,
Công ty CP Đầu tư Xây dựng Cao su,Công ty CP Đầu tư Xây dựng Cao su,Công ty CP Đầu tư Xây dựng Cao su,Phải thu khác ngắn hạn,4.600.000.000,,,4600000000.0,
Công ty CP Xây dựng Cao su Đồng Nai,Công ty CP Xây dựng Cao su Đồng Nai,Công ty CP Xây dựng Cao su Đồng Nai,Phải trả người bán ngắn hạn,4.157.130.730,,,4157130730.0,
