row_label_raw,row_label_full,10. Thu nhập khác,Năm 2022,Năm 2021,numeric__Năm 2022,numeric__Năm 2021
"- Thu nhập từ cây cao su thanh lý, gãy đồ","- Thu nhập từ cây cao su thanh lý, gãy đồ","- Thu nhập từ cây cao su thanh lý, gãy đồ",495.712.424.931,402.685.040.820,495712424931.0,402685040820.0
"- Thanh lý, nhượng bán TSCĐ","- Thanh lý, nhượng bán TSCĐ","- Thanh lý, nhượng bán TSCĐ",110.328.432.129,38.319.836.886,110328432129.0,38319836886.0
- Tiền bồi thường,- Tiền bồi thường,- Tiền bồi thường,798.683.059.425,100.200.654.145,798683059425.0,100200654145.0
- Tiền phạt thu được,- Tiền phạt thu được,- Tiền phạt thu được,13.813.236.297,4.068.915.125,13813236297.0,4068915125.0
- Thu nhập từ sửa chữa đường lô và các hoạt động hoàn nguyên trong vườn cây cao su,- Thu nhập từ sửa chữa đường lô và các hoạt động hoàn nguyên trong vườn cây cao su,- Thu nhập từ sửa chữa đường lô và các hoạt động hoàn nguyên trong vườn cây cao su,1.839.484.930,982.950.000,1839484930.0,982950000.0
"- Nhượng bán vật tư, phế liệu","- Nhượng bán vật tư, phế liệu","- Nhượng bán vật tư, phế liệu",6.217.262.009,12.203.129.131,6217262009.0,12203129131.0
- Hoàn nhập Quỹ PT khoa học công nghệ,- Hoàn nhập Quỹ PT khoa học công nghệ,- Hoàn nhập Quỹ PT khoa học công nghệ,71.968.359.863,2.222.605.050,71968359863.0,2222605050.0
- Nhận hỗ trợ từ Quỹ Bảo hiểm xuất khẩu cao su,- Nhận hỗ trợ từ Quỹ Bảo hiểm xuất khẩu cao su,- Nhận hỗ trợ từ Quỹ Bảo hiểm xuất khẩu cao su,6.780.122.846,7.602.109.873,6780122846.0,7602109873.0
- Thu nhập từ trồng xen canh cây nông nghiệp trong vườn cao su,- Thu nhập từ trồng xen canh cây nông nghiệp trong vườn cao su,- Thu nhập từ trồng xen canh cây nông nghiệp trong vườn cao su,31.383.970.834,54.488.989.742,31383970834.0,54488989742.0
- Các khoản khác,- Các khoản khác,- Các khoản khác,256.757.914.601,422.193.224.074,256757914601.0,422193224074.0
Cộng,Cộng,Cộng,1.793.484.267.865,1.044.967.454.846,1793484267865.0,1044967454846.0
