row_label_raw,row_label_full,06. Chi phí tài chính,Năm 2022,Năm 2021,numeric__Năm 2022,numeric__Năm 2021
- Lãi tiền vay,- Lãi tiền vay,- Lãi tiền vay,490.848.598.668,607.999.588.765,490848598668.0,607999588765.0
- Lỗ bán ngoại tệ,- Lỗ bán ngoại tệ,- Lỗ bán ngoại tệ,46.434.000,1.444.688.322,46434000.0,1444688322.0
- Lỗ chênh lệch tỷ giá,- Lỗ chênh lệch tỷ giá,- Lỗ chênh lệch tỷ giá,153.525.339.561,108.055.671.539,153525339561.0,108055671539.0
- Trích lập/Hoàn nhập dự phòng giảm giá các khoản đầu tư,- Trích lập/Hoàn nhập dự phòng giảm giá các khoản đầu tư,- Trích lập/Hoàn nhập dự phòng giảm giá các khoản đầu tư,32.215.604.125,(4.157.261.242),32215604125.0,-4157261242.0
- Chi phí tài chính khác,- Chi phí tài chính khác,- Chi phí tài chính khác,19.379.326.897,5.811.435.726,19379326897.0,5811435726.0
Cộng,Cộng,Cộng,696.015.303.251,719.154.123.110,696015303251.0,719154123110.0
