row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2022,Năm 2021,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2022,numeric__Năm 2021
(1),(1),(1),(2),(3),(4),(5),-2.0,-3.0,-4.0,-5.0
1,1,1,1. Doanh thu bán hàng và cung cấp dịch vụ,VI.01,25.483.889.270.011,26.226.269.744.269,,,25483889270011.0,26226269744269.0
2,2,2,2. Các khoản giảm trừ doanh thu,VI.02,57.945.657.941,36.676.743.121,,,57945657941.0,36676743121.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (01 - 02),VI.03,25.425.943.612.070,26.189.593.001.148,,,25425943612070.0,26189593001148.0
11,11,11,4. Giá vốn hàng bán,VI.04,19.083.830.556.212,18.614.304.897.718,,,19083830556212.0,18614304897718.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (10 - 11),,6.342.113.055.858,7.575.288.103.430,,,6342113055858.0,7575288103430.0
21,21,21,6. Doanh thu hoạt động tài chính,VI.05,885.462.783.210,830.813.573.113,,,885462783210.0,830813573113.0
22,22,22,7. Chi phí tài chính,VI.06,696.015.303.251,719.154.123.110,,,696015303251.0,719154123110.0
23,23,23,Trong đó: Chi phí lãi vay,,490.848.598.668,607.999.588.765,,,490848598668.0,607999588765.0
24,24,24,"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",VI.07,203.589.622.831,285.453.277.353,,,203589622831.0,285453277353.0
25,25,25,9. Chi phí bán hàng,VI.08,591.230.197.005,507.093.532.539,,,591230197005.0,507093532539.0
26,26,26,10. Chi phí quản lý doanh nghiệp,VI.09,1.762.820.187.016,1.681.979.286.962,,,1762820187016.0,1681979286962.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh (20+21-22+24-25-26),,4.381.099.774.627,5.783.328.011.285,,,4381099774627.0,5783328011285.0
31,31,31,12. Thu nhập khác,VI.10,1.793.484.267.865,1.044.967.454.846,,,1793484267865.0,1044967454846.0
32,32,32,13. Chi phí khác,VI.11,472.964.711.548,615.526.247.241,,,472964711548.0,615526247241.0
40,40,40,14. Lợi nhuận khác (31 - 32),,1.320.519.556.317,429.441.207.605,,,1320519556317.0,429441207605.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế (30+40),,5.701.619.330.944,6.212.769.218.890,,,5701619330944.0,6212769218890.0
51,51,51,16. Chi phí thuế TNDN hiện hành,VI.12,921.231.942.328,992.548.229.630,,,921231942328.0,992548229630.0
52,52,52,17. Chi phí thuế TNDN hoãn lại,VI.13,27.128.098.390,(119.825.569.822),,,27128098390.0,-119825569822.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp (50-51-52),,4.753.259.290.226,5.340.046.559.082,,,4753259290226.0,5340046559082.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,3.838.821.072.307,4.158.196.263.511,,,3838821072307.0,4158196263511.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,914.438.217.919,1.181.850.295.571,,,914438217919.0,1181850295571.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,VI.15,,790,,,,790.0
