row_label_raw,row_label_full,01. Doanh thu bán hàng và cung cấp dịch vụ,Năm 2022,Năm 2021,numeric__Năm 2022,numeric__Năm 2021
- Doanh thu sản xuất và kinh doanh mù cao su,- Doanh thu sản xuất và kinh doanh mù cao su,- Doanh thu sản xuất và kinh doanh mù cao su,18.167.310.881.277,17.769.309.899.191,18167310881277.0,17769309899191.0
- Doanh thu sản xuất và kinh doanh các sản phẩm từ cao su,- Doanh thu sản xuất và kinh doanh các sản phẩm từ cao su,- Doanh thu sản xuất và kinh doanh các sản phẩm từ cao su,790.491.799.380,2.347.662.990.530,790491799380.0,2347662990530.0
- Doanh thu chế biến gỗ,- Doanh thu chế biến gỗ,- Doanh thu chế biến gỗ,3.930.385.935.333,3.594.606.691.735,3930385935333.0,3594606691735.0
"- Doanh thu kinh doanh bất động sản, cơ sở hạ tầng","- Doanh thu kinh doanh bất động sản, cơ sở hạ tầng","- Doanh thu kinh doanh bất động sản, cơ sở hạ tầng",801.856.075.019,766.720.576.563,801856075019.0,766720576563.0
- Doanh thu dịch vụ duy tu bảo dưỡng hạ tầng KCN,- Doanh thu dịch vụ duy tu bảo dưỡng hạ tầng KCN,- Doanh thu dịch vụ duy tu bảo dưỡng hạ tầng KCN,48.918.148.087,52.174.135.415,48918148087.0,52174135415.0
"- Doanh thu dịch vụ kinh doanh điện, nước","- Doanh thu dịch vụ kinh doanh điện, nước","- Doanh thu dịch vụ kinh doanh điện, nước",73.035.019.263,47.654.839.841,73035019263.0,47654839841.0
"- Doanh thu dịch vụ du lịch, nhà hàng, khách sạn","- Doanh thu dịch vụ du lịch, nhà hàng, khách sạn","- Doanh thu dịch vụ du lịch, nhà hàng, khách sạn",783.157.072,480.000.000,783157072.0,480000000.0
- Doanh thu từ kinh doanh điện năng,- Doanh thu từ kinh doanh điện năng,- Doanh thu từ kinh doanh điện năng,709.477.240.167,559.571.476.339,709477240167.0,559571476339.0
- Doanh thu bán hàng hóa và cung cấp dịch vụ khác,- Doanh thu bán hàng hóa và cung cấp dịch vụ khác,- Doanh thu bán hàng hóa và cung cấp dịch vụ khác,961.631.014.413,1.088.089.134.655,961631014413.0,1088089134655.0
Cộng,Cộng,Cộng,25.483.889.270.011,26.226.269.744.269,25483889270011.0,26226269744269.0
