row_label_raw,row_label_full,31/12/2022,Đơn vị tính: VND > 01/01/2022,numeric__Đơn vị tính: VND > 01/01/2022
125.321.201.333,125.321.201.333,125.321.201.333,150.945.082.005,150945082005.0
2.399.649.450.557,2.399.649.450.557,2.399.649.450.557,2.189.866.305.443,2189866305443.0
1.845.321.892.632,1.845.321.892.632,1.845.321.892.632,2.962.807.953.320,2962807953320.0
4.370.292.544.522,4.370.292.544.522,4.370.292.544.522,5.303.619.340.768,5303619340768.0
