row_label_raw,row_label_full,04. Giá vốn hàng bán,Năm 2022,Năm 2021,numeric__Năm 2022,numeric__Năm 2021
- Giá vốn sản xuất và kinh doanh mủ cao su,- Giá vốn sản xuất và kinh doanh mủ cao su,- Giá vốn sản xuất và kinh doanh mủ cao su,13.356.975.967.904,12.578.663.886.938,13356975967904.0,12578663886938.0
- Giá vốn sản xuất và kinh doanh các sản phẩm từ cao su,- Giá vốn sản xuất và kinh doanh các sản phẩm từ cao su,- Giá vốn sản xuất và kinh doanh các sản phẩm từ cao su,742.528.273.654,1.447.355.562.132,742528273654.0,1447355562132.0
- Giá vốn chế biến gỗ,- Giá vốn chế biến gỗ,- Giá vốn chế biến gỗ,3.387.072.050.641,3.222.474.632.753,3387072050641.0,3222474632753.0
"- Giá vốn kinh doanh bất động sản, cơ sở hạ tầng","- Giá vốn kinh doanh bất động sản, cơ sở hạ tầng","- Giá vốn kinh doanh bất động sản, cơ sở hạ tầng",258.022.137.773,205.927.948.243,258022137773.0,205927948243.0
- Giá vốn dịch vụ duy tu bảo dưỡng hạ tầng KCN,- Giá vốn dịch vụ duy tu bảo dưỡng hạ tầng KCN,- Giá vốn dịch vụ duy tu bảo dưỡng hạ tầng KCN,6.837.404.531,5.380.522.104,6837404531.0,5380522104.0
"- Giá vốn dịch vụ kinh doanh điện, nước","- Giá vốn dịch vụ kinh doanh điện, nước","- Giá vốn dịch vụ kinh doanh điện, nước",72.709.069.776,45.898.992.658,72709069776.0,45898992658.0
- Giá vốn dịch vụ khách sạn,- Giá vốn dịch vụ khách sạn,- Giá vốn dịch vụ khách sạn,412.015.802,320.844.922,412015802.0,320844922.0
- Giá vốn kinh doanh điện năng,- Giá vốn kinh doanh điện năng,- Giá vốn kinh doanh điện năng,334.382.021.671,284.635.009.755,334382021671.0,284635009755.0
- Giá vốn khác,- Giá vốn khác,- Giá vốn khác,924.891.614.460,823.647.498.213,924891614460.0,823647498213.0
Cộng,Cộng,Cộng,19.083.830.556.212,18.614.304.897.718,19083830556212.0,18614304897718.0
