row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2022,Năm 2021,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2022,numeric__Năm 2021
,,,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,
01,01,01,Lợi nhuận trước thuế,,5.701.619.330.944,6.212.769.218.890,,,5701619330944.0,6212769218890.0
01,01,01,Điều chỉnh cho các khoản,,1.756.251.639.894,1.817.050.813.094,,,1756251639894.0,1817050813094.0
02,02,02,- Khấu hao tài sản cố định,,2.458.765.550.692,2.303.518.160.158,,,2458765550692.0,2303518160158.0
03,03,03,- Các khoản dự phòng,,28.513.236.937,17.233.034.914,,,28513236937.0,17233034914.0
04,04,04,"- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,25.739.685.348,2.375.781.162,,,25739685348.0,2375781162.0
05,05,05,- Lãi lỗ từ hoạt động đầu tư,,(1.258.065.874.008),(1.114.075.751.905),,,-1258065874008.0,-1114075751905.0
06,06,06,- Chi phí lãi vay,,501.299.040.925,607.999.588.765,,,501299040925.0,607999588765.0
08,08,08,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,7.457.870.970.838,8.029.820.031.984,,,7457870970838.0,8029820031984.0
09,09,09,"- Tăng, giảm các khoản phải thu",,153.271.538.741,174.609.297.333,,,153271538741.0,174609297333.0
10,10,10,"- Tăng, giảm hàng tồn kho",,(683.185.327.802),(1.438.785.663.332),,,-683185327802.0,-1438785663332.0
11,11,11,"- Tăng, giảm các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,(666.397.745.585),974.487.344.837,,,-666397745585.0,974487344837.0
12,12,12,"- Tăng, giảm chí phí trả trước",,(30.027.812.753),122.811.131.115,,,-30027812753.0,122811131115.0
14,14,14,- Tiền lãi vay đã trả,,(443.851.383.747),(240.475.146.962),,,-443851383747.0,-240475146962.0
15,15,15,- Thuế thu nhập doanh nghiệp đã nộp,,(767.483.631.746),(1.180.392.952.138),,,-767483631746.0,-1180392952138.0
16,16,16,- Tiền thu khác từ hoạt động kinh doanh,,1.027.952.219.968,881.017.870.951,,,1027952219968.0,881017870951.0
17,17,17,- Tiền chi khác cho hoạt động kinh doanh,,(4.705.450.955.402),(3.402.020.385.977),,,-4705450955402.0,-3402020385977.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,1.342.697.872.512,3.921.071.527.811,,,1342697872512.0,3921071527811.0
,,,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,,,,
21,21,21,"1. Tiền chỉ để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(802.275.672.956),(865.428.496.691),,,-802275672956.0,-865428496691.0
22,22,22,"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,673.001.182.623,246.207.934.029,,,673001182623.0,246207934029.0
23,23,23,"3. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác",,(2.616.163.090.616),(2.634.939.891.778),,,-2616163090616.0,-2634939891778.0
24,24,24,"4. Tiền thu hồi cho vay, bán lại các công cụ nợ đơn vị khác",,1.752.553.505.278,1.711.638.307.907,,,1752553505278.0,1711638307907.0
25,25,25,5. Tiền chỉ đầu tư góp vốn vào đơn vị khác,,(46.510.319.289),(43.326.401.314),,,-46510319289.0,-43326401314.0
26,26,26,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,32.106.920.695,42.889.481.421,,,32106920695.0,42889481421.0
27,27,27,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,468.648.744.263,611.567.649.798,,,468648744263.0,611567649798.0
30,30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(538.638.730.002),(931.391.416.628),,,-538638730002.0,-931391416628.0
