row_label_raw,row_label_full,22.2. Phải trả dài hạn khác,31/12/2022,01/01/2022,numeric__31/12/2022,numeric__01/01/2022
"- Nhận ký quỹ, ký cược dài hạn","- Nhận ký quỹ, ký cược dài hạn","- Nhận ký quỹ, ký cược dài hạn",19.917.804.691,47.855.362.465,19917804691.0,47855362465.0
"- Các khoản phải trả, phải nộp khác","- Các khoản phải trả, phải nộp khác","- Các khoản phải trả, phải nộp khác",124.025.718.147,242.187.953.126,124025718147.0,242187953126.0
Cộng,Cộng,Cộng,143.943.522.838,290.043.315.591,143943522838.0,290043315591.0
