row_label_raw,row_label_full,- Chi phí công cụ dụng cụ,255.933.149.107,194.192.269.960,numeric__255.933.149.107,numeric__194.192.269.960
- Chi phí sửa chữa,- Chi phí sửa chữa,- Chi phí sửa chữa,165.126.077.147,109.836.464.618,165126077147.0,109836464618.0
- Chi phí đề tài nguồn quỹ KHCN,- Chi phí đề tài nguồn quỹ KHCN,- Chi phí đề tài nguồn quỹ KHCN,396.124.406,1.690.885.106,396124406.0,1690885106.0
- Trà trước tiền thuê đất,- Trà trước tiền thuê đất,- Trà trước tiền thuê đất,2.782.353.474.735,2.065.376.941.035,2782353474735.0,2065376941035.0
- Chi phí hoa hồng môi giới,- Chi phí hoa hồng môi giới,- Chi phí hoa hồng môi giới,33.060.918.589,51.793.763.199,33060918589.0,51793763199.0
- Chi phí đèn bù,- Chi phí đèn bù,- Chi phí đèn bù,112.858.613.416,864.535.007.828,112858613416.0,864535007828.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,353.728.712.974,379.192.665.539,353728712974.0,379192665539.0
Cộng,Cộng,Cộng,3.703.457.070.374,3.666.617.997.285,3703457070374.0,3666617997285.0
