row_label_raw,row_label_full,Lợi nhuận trước thuế TNDNCác khoản mục điều chỉnh:,Năm 2022Triệu VND > 17.021.847,Năm 2021Triệu VND > 11.354.036,numeric__Năm 2022Triệu VND > 17.021.847,numeric__Năm 2021Triệu VND > 11.354.036
"Trừ (-) Thu nhập được miễn thuế TNDN:- Thu nhập từ góp vốn, mua cổ phần- Các khoản thu nhập được miễn thuế TNDN khác","Trừ (-) Thu nhập được miễn thuế TNDN:- Thu nhập từ góp vốn, mua cổ phần- Các khoản thu nhập được miễn thuế TNDN khác","Trừ (-) Thu nhập được miễn thuế TNDN:- Thu nhập từ góp vốn, mua cổ phần- Các khoản thu nhập được miễn thuế TNDN khác",110.975108.4422.533,67.75446.57421.180,1109751084422533.0,677544657421180.0
Cộng (+) Chi phí không được khấu trừ khi xác định thu nhập chịu thuế,Cộng (+) Chi phí không được khấu trừ khi xác định thu nhập chịu thuế,Cộng (+) Chi phí không được khấu trừ khi xác định thu nhập chịu thuế,4.073,2.545,4073.0,2545.0
Các khoản điều chỉnh làm tăng/(giảm) thu nhập chịu thuế khác,Các khoản điều chỉnh làm tăng/(giảm) thu nhập chịu thuế khác,Các khoản điều chỉnh làm tăng/(giảm) thu nhập chịu thuế khác,97.978,(31.768),97978.0,-31768.0
Thu nhập chịu thuế,Thu nhập chịu thuế,Thu nhập chịu thuế,17.012.923,11.257.059,17012923.0,11257059.0
Chi phí thuế TNDN tính trên thu nhập chịu thuế kỳ hiện hànhĐiều chỉnh chi phí thuế TNDN của các năm trước vào chi phí thuế TNDN hiện hành năm nay,Chi phí thuế TNDN tính trên thu nhập chịu thuế kỳ hiện hànhĐiều chỉnh chi phí thuế TNDN của các năm trước vào chi phí thuế TNDN hiện hành năm nay,Chi phí thuế TNDN tính trên thu nhập chịu thuế kỳ hiện hànhĐiều chỉnh chi phí thuế TNDN của các năm trước vào chi phí thuế TNDN hiện hành năm nay,3.402.585349,2.251.412(8),3402585349.0,
Tổng chi phí thuế TNDN hiện hành,Tổng chi phí thuế TNDN hiện hành,Tổng chi phí thuế TNDN hiện hành,3.402.934,2.251.404,3402934.0,2251404.0
Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,399.176,310.424,399176.0,310424.0
Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,(1.483.088),(2.162.652),-1483088.0,-2162652.0
Thuế TNDN còn phải nộp cuối năm,Thuế TNDN còn phải nộp cuối năm,Thuế TNDN còn phải nộp cuối năm,2.319.022,399.176,2319022.0,399176.0
