row_label_raw,row_label_full,Số dư đầu năm > Tăng trong năm > Chuyển sang TSCĐ hữu hình (Thuyết minh 12.1) > Chuyển sang TSCĐ vô hình (Thuyết minh 12.2),Năm 2022Triệu VND > 476.993 > 170.290 > (7.565) > (93.302),Năm 2021Triệu VND > 143.638 > 354.185 > (2.344) > (18.486),numeric__Năm 2022Triệu VND > 476.993 > 170.290 > (7.565) > (93.302),numeric__Năm 2021Triệu VND > 143.638 > 354.185 > (2.344) > (18.486)
Phân loại lại,Phân loại lại,Phân loại lại,36.180,-,36180.0,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,582.596,476.993,582596.0,476993.0
