row_label_raw,row_label_full,col_0,Tiền gửi tại Ngân hàng Nhà nước Triệu VND,Tiền gửi và cho vay các TCTD khác Triệu VND,Chứng khoán nợ kinh doanh Triệu VND,Các công cụ tài chính phải sinh Triệu VND,Cho vay khách hàng Triệu VND,Chứng khoán nợ đầu tư Triệu VND,Các tài sản tài chính khác Triệu VND,Tổng cộng Triệu VND,numeric__Tiền gửi tại Ngân hàng Nhà nước Triệu VND,numeric__Tiền gửi và cho vay các TCTD khác Triệu VND,numeric__Chứng khoán nợ kinh doanh Triệu VND,numeric__Các công cụ tài chính phải sinh Triệu VND,numeric__Cho vay khách hàng Triệu VND,numeric__Chứng khoán nợ đầu tư Triệu VND,numeric__Các tài sản tài chính khác Triệu VND,numeric__Tổng cộng Triệu VND
Chưa quá hạn và chưa bị suy giảm giá trị,Chưa quá hạn và chưa bị suy giảm giá trị,Chưa quá hạn và chưa bị suy giảm giá trị,32.349.574,48.912.941,10.620.680,226.545,337.272.664,59.378.727,5.627.638,494.388.769,32349574.0,48912941.0,10620680.0,226545.0,337272664.0,59378727.0,5627638.0,494388769.0
Đã quá hạn nhưng chưa bị suy giảm giá trị,Đã quá hạn nhưng chưa bị suy giảm giá trị,Đã quá hạn nhưng chưa bị suy giảm giá trị,-,-,-,-,76.416,-,268,76.684,,,,,76416.0,,268.0,76684.0
Bị suy giảm giá trị,Bị suy giảm giá trị,Bị suy giảm giá trị,-,-,-,-,18.559.228,-,175.648,18.734.876,,,,,18559228.0,,175648.0,18734876.0
Trừ: Dự phòng rủi ro,Trừ: Dự phòng rủi ro,Trừ: Dự phòng rủi ro,-,-,-,-,(5.719.399),-,(171.998),(5.891.397),,,,,-5719399.0,,-171998.0,-5891397.0
Giá trị ròng,Giá trị ròng,Giá trị ròng,32.349.574,48.912.941,10.620.680,226.545,350.188.909,59.378.727,5.631.556,507.308.932,32349574.0,48912941.0,10620680.0,226545.0,350188909.0,59378727.0,5631556.0,507308932.0
Dự phòng rủi ro,Dự phòng rủi ro,Dự phòng rủi ro,,,,,,,,,,,,,,,,
Dự phòng cụ thể,Dự phòng rủi ro > Dự phòng cụ thể,Dự phòng cụ thể,-,-,-,-,(3.059.867),-,-,(3.059.867),,,,,-3059867.0,,,-3059867.0
Dự phòng chung,Dự phòng rủi ro > Dự phòng chung,Dự phòng chung,-,-,-,-,(2.659.532),-,-,(2.659.532),,,,,-2659532.0,,,-2659532.0
Dự phòng rủi ro khác,Dự phòng rủi ro > Dự phòng rủi ro khác,Dự phòng rủi ro khác,-,-,-,-,-,-,(171.998),(171.998),,,,,,,-171998.0,-171998.0
