row_label_raw,row_label_full,col_0,31.12.2022Triệu VND,31.12.2021Triệu VND,numeric__31.12.2022Triệu VND,numeric__31.12.2021Triệu VND
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,1.656.901,1.320.509,1656901.0,1320509.0
Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,5.167.285,1.688.652,5167285.0,1688652.0
- Chuyển tiền phải trả,- Chuyển tiền phải trả,- Chuyển tiền phải trả,404.584,446.755,404584.0,446755.0
- Các khoản phải nộp Ngân sách Nhà nước(Thuyết minh 35),- Các khoản phải nộp Ngân sách Nhà nước(Thuyết minh 35),- Các khoản phải nộp Ngân sách Nhà nước(Thuyết minh 35),2.413.715,479.526,2413715.0,479526.0
- Tiền giữ hộ và đội thanh toán,- Tiền giữ hộ và đội thanh toán,- Tiền giữ hộ và đội thanh toán,173.950,143.411,173950.0,143411.0
- Các khoản chờ thanh toán,- Các khoản chờ thanh toán,- Các khoản chờ thanh toán,2.175.036,618.960,2175036.0,618960.0
Thu nhập chưa thực hiện (i),Thu nhập chưa thực hiện (i),Thu nhập chưa thực hiện (i),7.367.891,7.935.026,7367891.0,7935026.0
"Quỹ khen thưởng, phúc lợi (ii)","Quỹ khen thưởng, phúc lợi (ii)","Quỹ khen thưởng, phúc lợi (ii)",299.986,351.449,299986.0,351449.0
Quỹ phát triển khoa học và công nghệ (iii),Quỹ phát triển khoa học và công nghệ (iii),Quỹ phát triển khoa học và công nghệ (iii),1.822.237,1.053.537,1822237.0,1053537.0
,,,16.314.300,12.349.173,16314300.0,12349173.0
