row_label_raw,row_label_full,col_0,Mức độ rủi ro tín dụng tối đa,Mức độ rủi ro tín dụng tối đa_1,numeric__Mức độ rủi ro tín dụng tối đa,numeric__Mức độ rủi ro tín dụng tối đa_1
,,,31.12.2022Triệu VND,31.12.2021Triệu VND,,
Rủi ro tín dụng liên quan đến các tài sản nội bằng:,Rủi ro tín dụng liên quan đến các tài sản nội bằng:,Rủi ro tín dụng liên quan đến các tài sản nội bằng:,Rủi ro tín dụng liên quan đến các tài sản nội bằng:,Rủi ro tín dụng liên quan đến các tài sản nội bằng:,,
Tiền gửi tại Ngân hàng Nhà nước,Rủi ro tín dụng liên quan đến các tài sản nội bằng: > Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,13.657.531,32.349.574,13657531.0,32349574.0
Tiền gửi và cho vay các TCTD khác,Rủi ro tín dụng liên quan đến các tài sản nội bằng: > Tiền gửi và cho vay các TCTD khác,Tiền gửi và cho vay các TCTD khác,85.739.411,48.912.941,85739411.0,48912941.0
Chứng khoán kinh doanh - chứng khoán nợ,Rủi ro tín dụng liên quan đến các tài sản nội bằng: > Chứng khoán kinh doanh - chứng khoán nợ,Chứng khoán kinh doanh - chứng khoán nợ,644.059,10.620.680,644059.0,10620680.0
Các công cụ tài chính phải sinh,Rủi ro tín dụng liên quan đến các tài sản nội bằng: > Các công cụ tài chính phải sinh,Các công cụ tài chính phải sinh,100.072,226.545,100072.0,226545.0
Cho vay khách hàng,Rủi ro tín dụng liên quan đến các tài sản nội bằng: > Cho vay khách hàng,Cho vay khách hàng,410.153.319,355.908.308,410153319.0,355908308.0
"Chứng khoán đầu tư, trong đó:- Chứng khoán nợ - đầu tư sẵn sàng để bán","Rủi ro tín dụng liên quan đến các tài sản nội bằng: > Chứng khoán đầu tư, trong đó:- Chứng khoán nợ - đầu tư sẵn sàng để bán","Chứng khoán đầu tư, trong đó:- Chứng khoán nợ - đầu tư sẵn sàng để bán",31.842.254,9.635.656,31842254.0,9635656.0
- Chứng khoán nợ - đầu tư giữ đến ngày đáo hạn,Rủi ro tín dụng liên quan đến các tài sản nội bằng: > - Chứng khoán nợ - đầu tư giữ đến ngày đáo hạn,- Chứng khoán nợ - đầu tư giữ đến ngày đáo hạn,43.679.879,49.743.071,43679879.0,49743071.0
Các tài sản tài chính khác,Rủi ro tín dụng liên quan đến các tài sản nội bằng: > Các tài sản tài chính khác,Các tài sản tài chính khác,7.536.908,5.803.554,7536908.0,5803554.0
,,,593.353.433,513.200.329,593353433.0,513200329.0
Rủi ro tín dụng liên quan đến các tài khoản ngoại bảng:Các cam kết ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản nội bằng: > Rủi ro tín dụng liên quan đến các tài khoản ngoại bảng:Các cam kết ngoại bảng,Rủi ro tín dụng liên quan đến các tài khoản ngoại bảng:Các cam kết ngoại bảng,18.903.963,17.113.188,18903963.0,17113188.0
