row_label_raw,row_label_full,col_0,VND,USD,Vàng,EUR,JPY,AUD,CAD,Khác,Tổng cộng,numeric__VND,numeric__USD,numeric__Vàng,numeric__EUR,numeric__JPY,numeric__AUD,numeric__CAD,numeric__Khác,numeric__Tổng cộng
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,3.904.151,-,-,-,-,-,-,-,3.904.151,3904151.0,,,,,,,,3904151.0
Tài sản Có khác (i),Tài sản > Tài sản Có khác (i),Tài sản Có khác (i),8.221.110,1.807.026,4.048,27.299,48.696,-,8,12,10.108.199,8221110.0,1807026.0,4048.0,27299.0,48696.0,,8.0,12.0,10108199.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,584.855.098,25.803.549,170.271,246.173,821.530,93.277,19.893,39.095,612.048.886,584855098.0,25803549.0,170271.0,246173.0,821530.0,93277.0,19893.0,39095.0,612048886.0
Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,,,,,,,,,
Các khoản nợ Chính phủ và Ngân hàng Nhà nước,Nợ phải trả và vốn chủ sở hữu > Các khoản nợ Chính phủ và Ngân hàng Nhà nước,Các khoản nợ Chính phủ và Ngân hàng Nhà nước,505.876,-,-,-,-,-,-,-,505.876,505876.0,,,,,,,,505876.0
Tiền gửi và vay các TCTD khác,Nợ phải trả và vốn chủ sở hữu > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,50.716.409,16.526.568,-,27.260,48.593,-,-,-,67.318.830,50716409.0,16526568.0,,27260.0,48593.0,,,,67318830.0
Tiền gửi của khách hàng,Nợ phải trả và vốn chủ sở hữu > Tiền gửi của khách hàng,Tiền gửi của khách hàng,402.791.382,11.964.448,-,200.765,682.142,77.586,12.763,25.101,415.754.187,402791382.0,11964448.0,,200765.0,682142.0,77586.0,12763.0,25101.0,415754187.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả và vốn chủ sở hữu > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",42.945,-,-,-,17.243,-,-,-,60.188,42945.0,,,,17243.0,,,,60188.0
Phát hành giấy tờ có giá,Nợ phải trả và vốn chủ sở hữu > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,44.202.621,-,-,-,-,-,-,-,44.202.621,44202621.0,,,,,,,,44202621.0
Các khoản nợ khác,Nợ phải trả và vốn chủ sở hữu > Các khoản nợ khác,Các khoản nợ khác,21.453.259,355.977,-,19.044,7.216,11.426,8.162,5.731,21.860.815,21453259.0,355977.0,,19044.0,7216.0,11426.0,8162.0,5731.0,21860815.0
Vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu > Vốn chủ sở hữu,Vốn chủ sở hữu,57.257.430,-,-,-,-,-,-,-,57.257.430,57257430.0,,,,,,,,57257430.0
Tổng nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu > Tổng nợ phải trả và vốn chủ sở hữu,Tổng nợ phải trả và vốn chủ sở hữu,576.969.922,28.846.993,-,247.069,755.194,89.012,20.925,30.832,606.959.947,576969922.0,28846993.0,,247069.0,755194.0,89012.0,20925.0,30832.0,606959947.0
Trạng thái tiền tệ nội bảng,Nợ phải trả và vốn chủ sở hữu > Trạng thái tiền tệ nội bảng,Trạng thái tiền tệ nội bảng,7.885.176,(3.043.444),170.271,(896),66.336,4.265,(1.032),8.263,5.088.939,7885176.0,-3043444.0,170271.0,-896.0,66336.0,4265.0,-1032.0,8263.0,5088939.0
Trạng thái tiền tệ ngoại bảng,Nợ phải trả và vốn chủ sở hữu > Trạng thái tiền tệ ngoại bảng,Trạng thái tiền tệ ngoại bảng,(16.270.680),(2.291.722),-,(233.680),(104.284),2.410,1.130,(6.383),(18.903.209),-16270680.0,-2291722.0,,-233680.0,-104284.0,2410.0,1130.0,-6383.0,-18903209.0
"Trạng thái tiền tệ nội, ngoại bảng","Nợ phải trả và vốn chủ sở hữu > Trạng thái tiền tệ nội, ngoại bảng","Trạng thái tiền tệ nội, ngoại bảng",(8.385.504),(5.335.166),170.271,(234.576),(37.948),6.675,98,1.880,(13.814.270),-8385504.0,-5335166.0,170271.0,-234576.0,-37948.0,6675.0,98.0,1880.0,-13814270.0
