row_label_raw,row_label_full,col_0,Dự phòng cụ thể (i)Triệu VND,Dự phòng chungTriệu VND,Tổng cộngTriệu VND,numeric__Dự phòng cụ thể (i)Triệu VND,numeric__Dự phòng chungTriệu VND,numeric__Tổng cộngTriệu VND
Tại ngày 1 tháng 1 năm 2021,Tại ngày 1 tháng 1 năm 2021,Tại ngày 1 tháng 1 năm 2021,567.659,2.253.112,2.820.771,567659.0,2253112.0,2820771.0
Trích lập trong năm (Thuyết minh 31),Trích lập trong năm (Thuyết minh 31),Trích lập trong năm (Thuyết minh 31),2.913.581,406.420,3.320.001,2913581.0,406420.0,3320001.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,(421.373),-,(421.373),-421373.0,,-421373.0
Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,3.059.867,2.659.532,5.719.399,3059867.0,2659532.0,5719399.0
(Hoàn nhập)/trích lập trong năm (Thuyết minh 31),(Hoàn nhập)/trích lập trong năm (Thuyết minh 31),(Hoàn nhập)/trích lập trong năm (Thuyết minh 31),(376.829),400.272,23.443,-376829.0,400272.0,23443.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,(1.031.412),-,(1.031.412),-1031412.0,,-1031412.0
Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,1.651.626,3.059.804,4.711.430,1651626.0,3059804.0,4711430.0
