row_label_raw,row_label_full,col_0,Năm 2022Triệu VND,Năm 2021Triệu VND,numeric__Năm 2022Triệu VND,numeric__Năm 2021Triệu VND
Thu nhập lãi từ cho vay công ty con,Thu nhập lãi từ cho vay công ty con,Thu nhập lãi từ cho vay công ty con,38.026,40.000,38026.0,40000.0
Thu nhập lãi từ cho vay các bên liên quan khác (i),Thu nhập lãi từ cho vay các bên liên quan khác (i),Thu nhập lãi từ cho vay các bên liên quan khác (i),10.485,4.694,10485.0,4694.0
Chi phí lãi trả cho tiền gửi của các công ty con,Chi phí lãi trả cho tiền gửi của các công ty con,Chi phí lãi trả cho tiền gửi của các công ty con,41.291,17.242,41291.0,17242.0
Chi phí lãi trả cho tiền gửi của các bên liên quan khác (i),Chi phí lãi trả cho tiền gửi của các bên liên quan khác (i),Chi phí lãi trả cho tiền gửi của các bên liên quan khác (i),25.573,47.824,25573.0,47824.0
Chi phí lãi trả cho giấy tờ có giá phát hành cho các bên liên quan khác (i),Chi phí lãi trả cho giấy tờ có giá phát hành cho các bên liên quan khác (i),Chi phí lãi trả cho giấy tờ có giá phát hành cho các bên liên quan khác (i),-,852,,852.0
Thu phí từ các công ty con,Thu phí từ các công ty con,Thu phí từ các công ty con,101,314,101.0,314.0
Thu khác từ công ty con,Thu khác từ công ty con,Thu khác từ công ty con,1.996,2.123,1996.0,2123.0
Phí trả cho các công ty con,Phí trả cho các công ty con,Phí trả cho các công ty con,143.452,23.759,143452.0,23759.0
Thu nhập từ lợi nhuận được chia từ các công ty con,Thu nhập từ lợi nhuận được chia từ các công ty con,Thu nhập từ lợi nhuận được chia từ các công ty con,63.060,31.671,63060.0,31671.0
Chuyển nhượng khoản đầu tư cho công ty con,Chuyển nhượng khoản đầu tư cho công ty con,Chuyển nhượng khoản đầu tư cho công ty con,51.400,-,51400.0,
Góp vốn vào các công ty con,Góp vốn vào các công ty con,Góp vốn vào các công ty con,-,1.700.000,,1700000.0
Thu do giảm vốn góp vào công ty con,Thu do giảm vốn góp vào công ty con,Thu do giảm vốn góp vào công ty con,-,150.000,,150000.0
Thu nhập của Ban Tổng Giám đốc,Thu nhập của Ban Tổng Giám đốc,Thu nhập của Ban Tổng Giám đốc,67.281,57.943,67281.0,57943.0
Thù lao trả cho Hội đồng Quản trị,Thù lao trả cho Hội đồng Quản trị,Thù lao trả cho Hội đồng Quản trị,25.737,20.708,25737.0,20708.0
Thù lao trả cho Ban Kiểm soát,Thù lao trả cho Ban Kiểm soát,Thù lao trả cho Ban Kiểm soát,8.477,6.756,8477.0,6756.0
