row_label_raw,row_label_full,col_0,31.12.2022Triệu VND,31.12.2021Triệu VND(Chưa kiểm toán),numeric__31.12.2022Triệu VND,numeric__31.12.2021Triệu VND(Chưa kiểm toán)
Lãi cho vay chưa thu được,Lãi cho vay chưa thu được,Lãi cho vay chưa thu được,1.016.906,1.738.999,1016906.0,1738999.0
Lãi chứng khoán chưa thu được,Lãi chứng khoán chưa thu được,Lãi chứng khoán chưa thu được,138.702,138.702,138702.0,138702.0
Lãi tiền gửi chưa thu được,Lãi tiền gửi chưa thu được,Lãi tiền gửi chưa thu được,12.629,12.629,12629.0,12629.0
,,,1.168.237,1.890.330,1168237.0,1890330.0
