row_label_raw,row_label_full,col_0,Năm 2022Triệu VND,Năm 2021Triệu VND,numeric__Năm 2022Triệu VND,numeric__Năm 2021Triệu VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",13.915,10.202,13915.0,10202.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,5.831.187,4.854.402,5831187.0,4854402.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,1.829.223,1.709.551,1829223.0,1709551.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,373.126,359.552,373126.0,359552.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,9.945,7.726,9945.0,7726.0
- Chi khác cho nhân viên,- Chi khác cho nhân viên,- Chi khác cho nhân viên,3.618.893,2.777.573,3618893.0,2777573.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,1.706.075,1.677.534,1706075.0,1677534.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,352.609,362.857,352609.0,362857.0
- Chi khác,- Chi khác,- Chi khác,1.353.466,1.314.677,1353466.0,1314677.0
Chi cho hoạt động quản lý,Chi cho hoạt động quản lý,Chi cho hoạt động quản lý,3.226.947,1.689.337,3226947.0,1689337.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",455.482,419.539,455482.0,419539.0
Chi phí dự phòng (i),Chi phí dự phòng (i),Chi phí dự phòng (i),28.119,(763.083),28119.0,-763083.0
,,,11.261.725,7.887.931,11261725.0,7887931.0
