row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2024 VND,1/1/2024 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024 VND,numeric__1/1/2024 VND
Tài sản dài hạn (200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn (200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn (200 = 210 + 220 + 230 + 240 + 250 + 260),200,,21.731.105.153.387,22.368.692.867.937,200.0,,21731105153387.0,22368692867937.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,31.273.357.852,28.936.190.703,210.0,,31273357852.0,28936190703.0
Phải thu dài hạn của khách hàng,Phải thu dài hạn của khách hàng,Phải thu dài hạn của khách hàng,211,,285.000.000,367.919.000,211.0,,285000000.0,367919000.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,,33.355.357.852,32.435.271.703,216.0,,33355357852.0,32435271703.0
Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,219,,(2.367.000.000),(3.867.000.000),219.0,,-2367000000.0,-3867000000.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,13.585.527.863.398,13.654.716.254.540,220.0,,13585527863398.0,13654716254540.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,10,11.198.732.428.507,11.310.449.028.835,221.0,10.0,11198732428507.0,11310449028835.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,37.616.410.718.322,36.044.002.668.225,222.0,,37616410718322.0,36044002668225.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(26.417.678.289.815),(24.733.553.639.390),223.0,,-26417678289815.0,-24733553639390.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,11,2.386.795.434.891,2.344.267.225.705,227.0,11.0,2386795434891.0,2344267225705.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,3.324.142.680.857,3.238.488.978.901,228.0,,3324142680857.0,3238488978901.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(937.347.245.966),(894.221.753.196),229.0,,-937347245966.0,-894221753196.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,12,107.979.606.627,115.855.426.374,230.0,12.0,107979606627.0,115855426374.0
Nguyên giá,Nguyên giá,Nguyên giá,231,,195.263.598.500,198.650.312.676,231.0,,195263598500.0,198650312676.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(87.283.991.873),(82.794.886.302),232.0,,-87283991873.0,-82794886302.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,1.445.555.813.867,919.552.879.504,240.0,,1445555813867.0,919552879504.0
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,242,13,1.445.555.813.867,919.552.879.504,242.0,13.0,1445555813867.0,919552879504.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,,3.221.257.702.429,4.812.246.891.099,250.0,,3221257702429.0,4812246891099.0
"Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết",252,6(b),1.579.182.296.955,1.386.863.613.926,252.0,,1579182296955.0,1386863613926.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,6(c),263.775.498.977,263.775.498.977,253.0,,263775498977.0,263775498977.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,6(d),(122.100.093.503),(115.392.221.804),254.0,,-122100093503.0,-115392221804.0
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,255,6(a),1.500.400.000.000,3.277.000.000.000,255.0,,1500400000000.0,3277000000000.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,3.339.510.809.214,2.837.385.225.717,260.0,,3339510809214.0,2837385225717.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,14,3.196.608.497.707,2.757.122.218.016,261.0,14.0,3196608497707.0,2757122218016.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,15,138.666.258.231,71.285.984.559,262.0,15.0,138666258231.0,71285984559.0
"Thiết bị, vật tư, phụ tùng thay thể dài hạn","Thiết bị, vật tư, phụ tùng thay thể dài hạn","Thiết bị, vật tư, phụ tùng thay thể dài hạn",263,,-,22.118.300,263.0,,,22118300.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,268,,4.236.053.276,8.954.904.842,268.0,,4236053276.0,8954904842.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,81.274.634.873.472,79.675.619.099.330,270.0,,81274634873472.0,79675619099330.0
