row_label_raw,row_label_full,Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,31/12/2024 > Giá gốc VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,31/12/2024 > Giá trị hợp lý VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,1/1/2024 > Giá gốc VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,1/1/2024 > Giá trị hợp lý VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,numeric__31/12/2024 > Giá gốc VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,numeric__31/12/2024 > Giá trị hợp lý VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,numeric__1/1/2024 > Giá gốc VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,numeric__1/1/2024 > Giá trị hợp lý VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn
▪ Tiền gửi có kỳ hạn (i),▪ Tiền gửi có kỳ hạn (i),▪ Tiền gửi có kỳ hạn (i),12.904.166.568.012,12.904.166.568.012,14.490.882.800.475,14.490.882.800.475,12904166568012.0,12904166568012.0,14490882800475.0,14490882800475.0
▪ Trái phiếu (ii),▪ Trái phiếu (ii),▪ Trái phiếu (ii),2.200.000.000.000,(*),2.000.000.000.000,(*),2200000000000.0,,2000000000000.0,
,,,15.104.166.568.012,,16.490.882.800.475,,15104166568012.0,,16490882800475.0,
Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,,,,
▪ Tiền gửi có kỳ hạn (iii),Đầu tư nắm giữ đến ngày đáo hạn – dài hạn > ▪ Tiền gửi có kỳ hạn (iii),▪ Tiền gửi có kỳ hạn (iii),500.400.000.000,(*),77.000.000.000,(*),500400000000.0,,77000000000.0,
▪ Trái phiếu (iv),Đầu tư nắm giữ đến ngày đáo hạn – dài hạn > ▪ Trái phiếu (iv),▪ Trái phiếu (iv),1.000.000.000.000,(*),3.200.000.000.000,(*),1000000000000.0,,3200000000000.0,
,,,1.500.400.000.000,,3.277.000.000.000,,1500400000000.0,,3277000000000.0,
