row_label_raw,row_label_full,col_0,Võ bình gas VND,Chi phí đất trả trước VND,Chi phí sửa chữa tài sản VND,Công cụ và dụng cụ VND,Chi phí trả trước dài hạn khác VND,Tổng cộng VND,numeric__Võ bình gas VND,numeric__Chi phí đất trả trước VND,numeric__Chi phí sửa chữa tài sản VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí trả trước dài hạn khác VND,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,200.263.536.616,1.627.536.031.599,300.797.110.001,120.454.010.548,508.071.529.252,2.757.122.218.016,200263536616.0,1627536031599.0,300797110001.0,120454010548.0,508071529252.0,2757122218016.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,53.702.838.542,279.137.959.207,216.571.218.442,133.342.207.029,164.425.071.986,847.179.295.206,53702838542.0,279137959207.0,216571218442.0,133342207029.0,164425071986.0,847179295206.0
Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,-,67.465.682.990,200.169.701.420,29.356.836.376,70.479.245.508,367.471.466.294,,67465682990.0,200169701420.0,29356836376.0,70479245508.0,367471466294.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(46.801.602.949),(169.002.021.814),(234.296.867.400),(119.670.856.329),(203.989.080.316),(773.760.428.808),-46801602949.0,-169002021814.0,-234296867400.0,-119670856329.0,-203989080316.0,-773760428808.0
Phân loại lại,Phân loại lại,Phân loại lại,-,72.679.236.718,5.842.090.145,11.788.356.962,(90.309.683.825),-,,72679236718.0,5842090145.0,11788356962.0,-90309683825.0,
Chênh lệch tỷ giá quy đổi tiền tệ báo cáo,Chênh lệch tỷ giá quy đổi tiền tệ báo cáo,Chênh lệch tỷ giá quy đổi tiền tệ báo cáo,-,(1.404.053.001),-,-,-,(1.404.053.001),,-1404053001.0,,,,-1404053001.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,207.164.772.209,1.876.412.835.699,489.083.252.608,175.270.554.586,448.677.082.605,3.196.608.497.707,207164772209.0,1876412835699.0,489083252608.0,175270554586.0,448677082605.0,3196608497707.0
