row_label_raw,row_label_full,STT,Tên công ty,31/12/2024 > Giá gốc VND,31/12/2024 > Dự phòng VND,31/12/2024 > Giá trị hợp lý VND,1/1/2024 > Giá gốc VND,1/1/2024 > Dự phòng VND,1/1/2024 > Giá trị hợp lý VND,numeric__Tên công ty,numeric__31/12/2024 > Giá gốc VND,numeric__31/12/2024 > Dự phòng VND,numeric__31/12/2024 > Giá trị hợp lý VND,numeric__1/1/2024 > Giá gốc VND,numeric__1/1/2024 > Dự phòng VND,numeric__1/1/2024 > Giá trị hợp lý VND
1,1,1,Công ty Cổ phần Hóa đầu Quân đội,50.000.000.000,-,(*),50.000.000.000,-,(*),,50000000000.0,,,50000000000.0,,
2,2,2,Công ty Cổ phần An Phú,110.724.000.000,(98.868.495.513),(*),110.724.000.000,(97.869.286.337),(*),,110724000000.0,-98868495513.0,,110724000000.0,-97869286337.0,
3,3,3,Các công ty khác,103.051.498.977,(22.553.683.168),(*),103.051.498.977,(16.957.291.445),(*),,103051498977.0,-22553683168.0,,103051498977.0,-16957291445.0,
,,,,263.775.498.977,(121.422.178.681),(*),263.775.498.977,(114.826.577.782),(*),,263775498977.0,-121422178681.0,,263775498977.0,-114826577782.0,
