row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,8.308.254.385.786,7.602.613.517.763,,300.0,,8308254385786.0,7602613517763.0
I.,I.,I.,Nợ ngắn hạn,310,,7.967.680.395.681,7.388.207.247.357,,310.0,,7967680395681.0,7388207247357.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,,1.362.881.576.705,1.525.737.678.692,,311.0,,1362881576705.0,1525737678692.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,94.115.681.630,57.432.572.931,,312.0,,94115681630.0,57432572931.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,10,128.112.058.142,75.653.901.554,,313.0,10.0,128112058142.0,75653901554.0
4.,4.,4.,Phải trả người lao động,314,,9.168.787.596,116.029.934.466,,314.0,,9168787596.0,116029934466.0
5.,5.,5.,Chỉ phí phải trả ngắn hạn,315,15,574.233.936.341,573.885.849.266,,315.0,15.0,574233936341.0,573885849266.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,14,1.302.535.256.599,1.187.405.808.059,,318.0,14.0,1302535256599.0,1187405808059.0
7.,7.,7.,Phải trả ngắn hạn khác,319,16,155.674.255.359,237.920.687.437,,319.0,16.0,155674255359.0,237920687437.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,17,4.076.639.400.670,3.362.087.529.178,,320.0,17.0,4076639400670.0,3362087529178.0
9.,9.,9.,Dự phòng phải trả ngắn hạn,321,,749.715.000,756.720.000,,321.0,,749715000.0,756720000.0
10.,10.,10.,"Quỹ khen thưởng, phúc lợi",322,19,263.569.727.639,251.296.565.774,,322.0,19.0,263569727639.0,251296565774.0
II.,II.,II.,Nợ dài hạn,330,,340.573.990.105,214.406.270.406,,330.0,,340573990105.0,214406270406.0
1.,1.,1.,Doanh thu chưa thực hiện dài hạn,336,14,42.510.672.090,46.690.825.888,,336.0,14.0,42510672090.0,46690825888.0
2.,2.,2.,Phải trả dài hạn khác,337,,286.600.000,-,,337.0,,286600000.0,
3.,3.,3.,Vay và nợ thuê tài chính dài hạn,338,18,297.776.718.015,167.715.444.518,,338.0,18.0,297776718015.0,167715444518.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,5.022.700.168.766,4.121.227.047.655,,400.0,,5022700168766.0,4121227047655.0
I.,I.,I.,Vốn chủ sở hữu,410,20,5.022.700.168.766,4.121.227.047.655,,410.0,20.0,5022700168766.0,4121227047655.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,2.487.724.840.000,2.261.597.240.000,,411.0,,2487724840000.0,2261597240000.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,2.487.724.840.000,2.261.597.240.000,,,,2487724840000.0,2261597240000.0
2.,2.,2.,Thắng dư vốn cổ phần,412,,20.391.591.930,20.391.591.930,,412.0,,20391591930.0,20391591930.0
3.,3.,3.,Cổ phiếu quỹ,415,,(300.150.000),(300.150.000),,415.0,,-300150000.0,-300150000.0
4.,4.,4.,Quỹ đầu tư phát triển,418,,599.601.897.399,389.798.534.033,,418.0,,599601897399.0,389798534033.0
5.,5.,5.,Quỹ khác thuộc vốn chủ sở hữu,420,,34.572.210.000,34.572.210.000,,420.0,,34572210000.0,34572210000.0
6.,6.,6.,Lợi nhuận sau thuế chưa phân phối,421,,1.566.505.241.188,1.038.992.588.448,,421.0,,1566505241188.0,1038992588448.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kể đến cuối năm trước,421a,,579.246.036.297,468.186.994.949,,,,579246036297.0,468186994949.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,987.259.204.891,570.805.593.499,,,,987259204891.0,570805593499.0
7.,7.,7.,Lợi ích của cổ đông không kiểm soát,429,,314.204.538.249,376.175.033.244,,429.0,,314204538249.0,376175033244.0
,,,TỔNG CÔNG NGUỒN VỐN (440=300+400),440,,13.330.954.554.552,11.723.840.565.418,,440.0,,13330954554552.0,11723840565418.0
