row_label_raw,row_label_full,col_0,Số cổ phiếu bìnhquân gia quyền,Lãi cổ bản trêncổ phiếu,numeric__Số cổ phiếu bìnhquân gia quyền,numeric__Lãi cổ bản trêncổ phiếu
,,,Cổ phiếu,VND,,
Số trình bày trên báo cáo năm trước,Số trình bày trên báo cáo năm trước,Số trình bày trên báo cáo năm trước,226.159.724,4.156,226159724.0,4156.0
Ảnh hưởng của việc trả cổ tức bằng cổ phiếu đượcphát hành trong năm,Ảnh hưởng của việc trả cổ tức bằng cổ phiếu đượcphát hành trong năm,Ảnh hưởng của việc trả cổ tức bằng cổ phiếu đượcphát hành trong năm,22.612.760,(378),22612760.0,-378.0
Số đã điều chỉnh,Số đã điều chỉnh,Số đã điều chỉnh,248.772.484,3.778,248772484.0,3778.0
