row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Triệu VND,numeric__Các giao dịch,numeric__Triệu VND
Cơ quan quản lý Nhà nước,Cơ quan quản lý Nhà nước,Cơ quan quản lý Nhà nước,- (Giảm) tiền gửi của BIDV tại cơ quan quản lý,(8.289.014),,-8289014.0
Cơ quan quản lý Nhà nước,Cơ quan quản lý Nhà nước,Cơ quan quản lý Nhà nước,- Tăng tiền gửi của cơ quan quản lý tại BIDV,29.820.959,,29820959.0
Cơ quan quản lý Nhà nước,Cơ quan quản lý Nhà nước,Cơ quan quản lý Nhà nước,- Tăng khoản vay của BIDV từ cơ quan quản lý,3.266.880,,3266880.0
Các công ty con,Các công ty con,Các công ty con,- Tăng tiền gửi tại BIDV của các công ty con,871.587,,871587.0
Các công ty con,Các công ty con,Các công ty con,- (Giảm) tiền vay từ BIDV của các công ty con,(1.210.326),,-1210326.0
Các công ty con,Các công ty con,Các công ty con,- Tăng tiền gửi của BIDV tại các công ty con,4.721.504,,4721504.0
Các công ty con,Các công ty con,Các công ty con,- (Giảm) tiền vay của BIDV tại các công ty con,(72.806),,-72806.0
Các công ty liên doanh,Các công ty liên doanh,Các công ty liên doanh,- (Giảm) tiền gửi tại BIDV của các công ty liên doanh,(617.719),,-617719.0
Các công ty liên doanh,Các công ty liên doanh,Các công ty liên doanh,- (Giảm) tiền gửi của BIDV tại các công ty liên doanh,(4.749.226),,-4749226.0
Các công ty liên doanh,Các công ty liên doanh,Các công ty liên doanh,- (Giảm) tiền vay từ BIDV của các công ty liên doanh,(37.418),,-37418.0
Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,- Tăng tiền gửi tại BIDV của các công ty liên kết,338.339,,338339.0
Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,- (Giảm) tiền vay từ BIDV của các công ty liên kết,(137),,-137.0
