row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng
,,,Trên 3 tháng,Đến 3 tháng,Đến 1 tháng,Từ 1 - 3 tháng,Từ 3 -12 tháng,Từ 1 - 5 năm,Trên 5 năm,Tổng,,,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,
Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,,,,,,,,
"Tiền mặt, vàng bạc, đá quỹ","Tải sản > Tiền mặt, vàng bạc, đá quỹ","Tiền mặt, vàng bạc, đá quỹ",-,-,7.657.329,-,-,-,-,7.657.329,,,7657329.0,,,,,7657329.0
Tiền gửi tại NHNN,Tải sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,26.689.038,-,-,-,-,26.689.038,,,26689038.0,,,,,26689038.0
Tiền gửi tại các TCTD khác và cho vay các TCTD khác (*),Tải sản > Tiền gửi tại các TCTD khác và cho vay các TCTD khác (*),Tiền gửi tại các TCTD khác và cho vay các TCTD khác (*),-,-,81.263.695,28.975.835,10.699.919,5.503.949,515.947,126.959.345,,,81263695.0,28975835.0,10699919.0,5503949.0,515947.0,126959345.0
Chứng khoán kinh doanh,Tải sản > Chứng khoán kinh doanh,Chứng khoán kinh doanh,-,-,-,547.073,7.742.724,-,-,8.289.797,,,,547073.0,7742724.0,,,8289797.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Tải sản > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,150.122,-,-,-,-,150.122,,,150122.0,,,,,150122.0
Cho vay khách hàng (*),Tải sản > Cho vay khách hàng (*),Cho vay khách hàng (*),11.523.481,4.328.271,59.679.900,145.878.087,273.881.004,112.202.944,226.941.512,834.435.199,11523481.0,4328271.0,59679900.0,145878087.0,273881004.0,112202944.0,226941512.0,834435199.0
Chứng khoán đầu tư (*),Tải sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),257.000,-,1.934.000,1.450.000,12.645.166,70.445.615,68.266.173,154.997.954,257000.0,,1934000.0,1450000.0,12645166.0,70445615.0,68266173.0,154997954.0
"Góp vốn, đầu tư dài hạn (*)","Tải sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,-,-,-,-,-,8.167.355,8.167.355,,,,,,,8167355.0,8167355.0
Tải sản cố định,Tải sản > Tải sản cố định,Tải sản cố định,-,-,-,-,-,-,9.414.973,9.414.973,,,,,,,9414973.0,9414973.0
Tải sản cố khác (*),Tải sản > Tải sản cố khác (*),Tải sản cố khác (*),372.238,-,2.339.405,3.871.147,7.870.894,2.677.413,-,17.131.097,372238.0,,2339405.0,3871147.0,7870894.0,2677413.0,,17131097.0
