row_label_raw,row_label_full,col_0,Chứng khoán đầu tưsản sàng để bán,Chứng khoán đầu tưsản sàng để bán_1,Chứng khoán đầu tưsản sàng để bán_2,Chứng khoán đầu tưgiữ đến ngày đáo hạn,Chứng khoán đầu tưgiữ đến ngày đáo hạn_1,Tổng cộng,numeric__Chứng khoán đầu tưsản sàng để bán,numeric__Chứng khoán đầu tưsản sàng để bán_1,numeric__Chứng khoán đầu tưsản sàng để bán_2,numeric__Chứng khoán đầu tưgiữ đến ngày đáo hạn,numeric__Chứng khoán đầu tưgiữ đến ngày đáo hạn_1,numeric__Tổng cộng
,,,Dự phònggiảm giả,Dự phòngchung,Dự phòngcụ thể,Dự phòngchung,Dự phòngcụ thể,Tổng cộng,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,59.967,163.575,-,128.158,30.648,382.348,59967.0,163575.0,,128158.0,30648.0,382348.0
Trích lập/(Hoàn nhập)(xem Thuyết minh số29.2),Trích lập/(Hoàn nhập)(xem Thuyết minh số29.2),Trích lập/(Hoàn nhập)(xem Thuyết minh số29.2),(46.207),14.430,-,(11.332),54.880,11.771,-46207.0,14430.0,,-11332.0,54880.0,11771.0
Xử lý rủi ro trong năm,Xử lý rủi ro trong năm,Xử lý rủi ro trong năm,-,-,-,-,-,-,,,,,,
Số dư cuối năm,Xử lý rủi ro trong năm > Số dư cuối năm,Số dư cuối năm,13.760,178.005,-,116.826,85.528,394.119,13760.0,178005.0,,116826.0,85528.0,394119.0
