row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
LƯU CHUYỄN TIỂN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỂN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỂN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỂN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỂN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỂN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LƯU CHUYỄN TIỂN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,76.309.171,62.005.386,,76309171.0,62005386.0
Chi phí lãi và các chi phí tương tự đã trả,LƯU CHUYỄN TIỂN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(42.918.010),(35.080.157),,-42918010.0,-35080157.0
Thu nhập từ hoạt động dịch vụ nhận được,LƯU CHUYỄN TIỂN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,2.439.433,2.102.987,,2439433.0,2102987.0
"Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, vàng bạc, chứng khoán","LƯU CHUYỄN TIỂN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, vàng bạc, chứng khoán","Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, vàng bạc, chứng khoán",,1.317.441,1.445.246,,1317441.0,1445246.0
Chi hoạt động khác,LƯU CHUYỄN TIỂN TỪ HOẠT ĐỘNG KINH DOANH > Chi hoạt động khác,Chi hoạt động khác,,(299.157),(782.655),,-299157.0,-782655.0
"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro","LƯU CHUYỄN TIỂN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro",,3.516.472,2.577.041,,3516472.0,2577041.0
Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,LƯU CHUYỄN TIỂN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,,(12.714.618),(11.698.429),,-12714618.0,-11698429.0
Tiền thuê thu nhập doanh nghiệp thực nộp trong năm,LƯU CHUYỄN TIỂN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuê thu nhập doanh nghiệp thực nộp trong năm,Tiền thuê thu nhập doanh nghiệp thực nộp trong năm,33,(1.412.263),(1.539.122),33.0,-1412263.0,-1539122.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LƯU CHUYỄN TIỂN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,26.238.469,19.030.297,,26238469.0,19030297.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
"(Tăng) các khoản biển, vàng gửi và cho vay các TCTD khác","Những thay đổi về tài sản hoạt động > (Tăng) các khoản biển, vàng gửi và cho vay các TCTD khác","(Tăng) các khoản biển, vàng gửi và cho vay các TCTD khác",,(20.106.145),(3.493.958),,-20106145.0,-3493958.0
(Tăng) các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > (Tăng) các khoản về kinh doanh chứng khoán,(Tăng) các khoản về kinh doanh chứng khoán,,(2.382.952),(28.038.535),,-2382952.0,-28038535.0
(Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,Những thay đổi về tài sản hoạt động > (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,(Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,,(253.442),205.202,,-253442.0,205202.0
(Tăng) các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > (Tăng) các khoản cho vay khách hàng,(Tăng) các khoản cho vay khách hàng,,(124.350.615),(113.940.901),,-124350615.0,-113940901.0
"(Giảm) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và trái phiếu đặc biệt","Những thay đổi về tài sản hoạt động > (Giảm) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và trái phiếu đặc biệt","(Giảm) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và trái phiếu đặc biệt","8, 12, 13.6",(10.729.849),(2.895.054),,-10729849.0,-2895054.0
(Giảm) nguồn dự phòng để tất toán số dư nợ đã bán cho VAMC,Những thay đổi về tài sản hoạt động > (Giảm) nguồn dự phòng để tất toán số dư nợ đã bán cho VAMC,(Giảm) nguồn dự phòng để tất toán số dư nợ đã bán cho VAMC,12,-,(141.194),12.0,,-141194.0
(Tăng) khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > (Tăng) khác về tài sản hoạt động,(Tăng) khác về tài sản hoạt động,,(841.992),(397.251),,-841992.0,-397251.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
Tăng/(Giảm) các khoản nợ Chính phủ và NHNN,Những thay đổi về công nợ hoạt động > Tăng/(Giảm) các khoản nợ Chính phủ và NHNN,Tăng/(Giảm) các khoản nợ Chính phủ và NHNN,,3.506.754,(23.992.602),,3506754.0,-23992602.0
"(Giảm)/Tăng các khoản tiền gửi, biển vay các TCTD khác","Những thay đổi về công nợ hoạt động > (Giảm)/Tăng các khoản tiền gửi, biển vay các TCTD khác","(Giảm)/Tăng các khoản tiền gửi, biển vay các TCTD khác",,(3.752.480),11.482.426,,-3752480.0,11482426.0
Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Những thay đổi về công nợ hoạt động > Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Tăng tiền gửi của khách hàng (bao gồm cả KBNN),,150.738.435,179.183.532,,150738435.0,179183532.0
Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Những thay đổi về công nợ hoạt động > Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,17.096.388,1.090.140,,17096388.0,1090140.0
"Tăng/(Giảm) các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mã TCTD chịu rủi ro","Những thay đổi về công nợ hoạt động > Tăng/(Giảm) các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mã TCTD chịu rủi ro","Tăng/(Giảm) các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mã TCTD chịu rủi ro",,360.767,(23.933.288),,360767.0,-23933288.0
