row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
,,,Triệu VND,Triệu VND,,
"1. Chi nộp thuê và các khoản phí, lệ phí","1. Chi nộp thuê và các khoản phí, lệ phí","1. Chi nộp thuê và các khoản phí, lệ phí",39.950,48.986,39950.0,48986.0
2. Chi phí cho nhân viên:,2. Chi phí cho nhân viên:,2. Chi phí cho nhân viên:,7.903.003,7.035.453,7903003.0,7035453.0
Trong đó: - Chi lượng và phụ cấp,Trong đó: - Chi lượng và phụ cấp,Trong đó: - Chi lượng và phụ cấp,6.763.912,6.046.010,6763912.0,6046010.0
- Các khoản chi đóng góp theo lượng,- Các khoản chi đóng góp theo lượng,- Các khoản chi đóng góp theo lượng,342.846,312.874,342846.0,312874.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,478.824,361.177,478824.0,361177.0
3. Chi vẽ tài sản:,3. Chi vẽ tài sản:,3. Chi vẽ tài sản:,2.662.858,2.555.061,2662858.0,2555061.0
Trong đó: khấu hao tài sản cổ định,Trong đó: khấu hao tài sản cổ định,Trong đó: khấu hao tài sản cổ định,837.150,819.385,837150.0,819385.0
4. Chi cho hoạt động quản lý công vụ:,4. Chi cho hoạt động quản lý công vụ:,4. Chi cho hoạt động quản lý công vụ:,2.620.200,2.629.628,2620200.0,2629628.0
Trong đó: - Công tác phí,Trong đó: - Công tác phí,Trong đó: - Công tác phí,131.726,187.763,131726.0,187763.0
- Chi hoạt động đoàn thể của TCTD,- Chi hoạt động đoàn thể của TCTD,- Chi hoạt động đoàn thể của TCTD,19.376,19.236,19376.0,19236.0
"5. Chi nộp phí bảo hiểm, bảo toàn tiễn gửi của khách hàng","5. Chi nộp phí bảo hiểm, bảo toàn tiễn gửi của khách hàng","5. Chi nộp phí bảo hiểm, bảo toàn tiễn gửi của khách hàng",648.422,531.171,648422.0,531171.0
6. (Hoàn nhập) dự phòng (không bao gồm chi phí dự phòng rủi ro tin dụng nội và ngoại bảng; chi phí dự phòng rủi ro chứng khoán) (xem Thuyết minh số 14.4 và 16.2),6. (Hoàn nhập) dự phòng (không bao gồm chi phí dự phòng rủi ro tin dụng nội và ngoại bảng; chi phí dự phòng rủi ro chứng khoán) (xem Thuyết minh số 14.4 và 16.2),6. (Hoàn nhập) dự phòng (không bao gồm chi phí dự phòng rủi ro tin dụng nội và ngoại bảng; chi phí dự phòng rủi ro chứng khoán) (xem Thuyết minh số 14.4 và 16.2),(38.236),(75.610),-38236.0,-75610.0
,,,13.836.197,12.724.689,13836197.0,12724689.0
