row_label_raw,row_label_full,col_0,Nguyên giá/Giá hợp lý khighì nhận ban đầu,Giá trịkhẩu hao lũy kê,Giá trị còn lại,numeric__Nguyên giá/Giá hợp lý khighì nhận ban đầu,numeric__Giá trịkhẩu hao lũy kê,numeric__Giá trị còn lại
,,,Triệu VND,Triệu VND,Triệu VND,,,
"TSCD vô hình, chiểm tỷ trọng lớn trongtổng tài sản","TSCD vô hình, chiểm tỷ trọng lớn trongtổng tài sản","TSCD vô hình, chiểm tỷ trọng lớn trongtổng tài sản",4.737.535,831.298,3.906.237,4737535.0,831298.0,3906237.0
Nguyên giá của TSCD vô hình khấu haohết nhưng vấn còn sử dụng,Nguyên giá của TSCD vô hình khấu haohết nhưng vấn còn sử dụng,Nguyên giá của TSCD vô hình khấu haohết nhưng vấn còn sử dụng,312.275,312.275,-,312275.0,312275.0,
Giá trị còn lại của TSCD vô hình đangthanh lý,Giá trị còn lại của TSCD vô hình đangthanh lý,Giá trị còn lại của TSCD vô hình đangthanh lý,143,143,-,143.0,143.0,
