row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu VND,%,Triệu VND,%,,,,
Công ty nhà nước,Công ty nhà nước,Công ty nhà nước,37.682.054,"4,46",27.013.161,"3,73",37682054.0,4.46,27013161.0,3.73
Công ty TNHH MTV do Nhà nước số hữu 100% vốn điều lệ,Công ty TNHH MTV do Nhà nước số hữu 100% vốn điều lệ,Công ty TNHH MTV do Nhà nước số hữu 100% vốn điều lệ,55.584.022,"6,58",61.089.380,"8,44",55584022.0,6.58,61089380.0,8.44
Công ty TNHH 02 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH 02 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,Công ty TNHH 02 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chi phối,148.835,"0,02",122.099,"0,02",148835.0,0.02,122099.0,0.02
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,33.900.532,"4,01",27.698.324,"3,83",33900532.0,4.01,27698324.0,3.83
Công ty CP có vốn cổ phần của Nhà nước chiểm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền phần biểu quyết hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty CP có vốn cổ phần của Nhà nước chiểm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền phần biểu quyết hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty CP có vốn cổ phần của Nhà nước chiểm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền phần biểu quyết hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,40.866.945,"4,84",32.252.293,"4,46",40866945.0,4.84,32252293.0,4.46
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,62.352.116,"7,38",56.161.868,"7,76",62352116.0,7.38,56161868.0,7.76
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,26.712,-,32.407,-,26712.0,,32407.0,
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,928.403,"0,11",1.118.306,"0,15",928403.0,0.11,1118306.0,0.15
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,27.054.057,"3,20",21.104.697,"2,92",27054057.0,3.2,21104697.0,2.92
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,644.585,"0,08",656.751,"0,09",644585.0,0.08,656751.0,0.09
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",462.736.444,"54,77",391.041.281,"54,04",462736444.0,54.77,391041281.0,54.04
"Đơn vị hành chính sự nghiệp, đàng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, đàng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, đàng, đoàn thể và hiệp hội",20.676.385,"2,45",16.448.200,"2,27",20676385.0,2.45,16448200.0,2.27
Tiền gửi của các đối tượng khác,Tiền gửi của các đối tượng khác,Tiền gửi của các đối tượng khác,102.230.057,"12,10",88.935.030,"12,29",102230057.0,12.1,88935030.0,12.29
,,,844.831.147,100,723.673.797,100,844831147.0,100.0,723673797.0,100.0
