row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
,,,Triệu VND,Triệu VND,,
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,3.950.336,3.091.582,3950336.0,3091582.0
Hoạt động thanh toán,Hoạt động thanh toán,Hoạt động thanh toán,2.245.541,1.743.946,2245541.0,1743946.0
Hoạt động ngân quỹ,Hoạt động ngân quỹ,Hoạt động ngân quỹ,67.401,51.509,67401.0,51509.0
Dịch vụ đại lý,Dịch vụ đại lý,Dịch vụ đại lý,106.137,124.354,106137.0,124354.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,1.531.257,1.171.773,1531257.0,1171773.0
Chi phí từ hoạt động dịch vụ,Chi phí từ hoạt động dịch vụ,Chi phí từ hoạt động dịch vụ,(1.510.903),(988.595),-1510903.0,-988595.0
Hoạt động thanh toán,Hoạt động thanh toán,Hoạt động thanh toán,(311.577),(162.556),-311577.0,-162556.0
Hoạt động ngân quỹ,Hoạt động ngân quỹ,Hoạt động ngân quỹ,(219.271),(186.694),-219271.0,-186694.0
"Bưu điện, viễn thông","Bưu điện, viễn thông","Bưu điện, viễn thông",(119.908),(115.653),-119908.0,-115653.0
Dịch vụ đại lý,Dịch vụ đại lý,Dịch vụ đại lý,(843),(3.389),-843.0,-3389.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,(859.304),(520.303),-859304.0,-520303.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,2.439.433,2.102.987,2439433.0,2102987.0
