row_label_raw,row_label_full,col_0,31/12/2021USD,1/1/2021USD,numeric__31/12/2021USD,numeric__1/1/2021USD
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,880(123.076.923),1.102(184.615.385),,
Các khoản vay,Tiền và các khoản tương đương tiền > Các khoản vay,Các khoản vay,(123.076.043),(184.614.283),-123076043.0,-184614283.0
