row_label_raw,row_label_full,col_0,31/12/2021 > Tỷ lệ % sở hữu,31/12/2021 > Tỷ lệ % quyền biểu quyết,31/12/2021 > Giá gốc VND,31/12/2021 > Giá trị hợp lý VND,1/1/2021 > Tỷ lệ % sở hữu,1/1/2021 > Tỷ lệ % quyền biểu quyết,1/1/2021 > Giá gốc VND,1/1/2021 > Giá trị hợp lý VND,numeric__31/12/2021 > Tỷ lệ % sở hữu,numeric__31/12/2021 > Tỷ lệ % quyền biểu quyết,numeric__31/12/2021 > Giá gốc VND,numeric__31/12/2021 > Giá trị hợp lý VND,numeric__1/1/2021 > Tỷ lệ % sở hữu,numeric__1/1/2021 > Tỷ lệ % quyền biểu quyết,numeric__1/1/2021 > Giá gốc VND,numeric__1/1/2021 > Giá trị hợp lý VND
- Công ty TNHH Điện lạnh Hòa Phát (iii),▪ Công ty con > - Công ty TNHH Điện lạnh Hòa Phát (iii),- Công ty TNHH Điện lạnh Hòa Phát (iii),"0,00%","0,00%",-,,"99,67%","99,67%",149.500.000.000,,0.0,0.0,,,0.9967,0.9967,149500000000.0,
- Công ty CP Xây dựng và Phát triển Đô thị Hòa Phát (iii),▪ Công ty con > - Công ty CP Xây dựng và Phát triển Đô thị Hòa Phát (iii),- Công ty CP Xây dựng và Phát triển Đô thị Hòa Phát (iii),"0,00%","0,00%",-,,"99,85%","99,85%",1.298.000.000.000,,0.0,0.0,,,0.9984999999999999,0.9984999999999999,1298000000000.0,
- Công ty CP Phát triển Nông nghiệp Hòa Phát,▪ Công ty con > - Công ty CP Phát triển Nông nghiệp Hòa Phát,- Công ty CP Phát triển Nông nghiệp Hòa Phát,"99,999%","99,999%",3.099.975.000.000,,"99,999%","99,999%",3.099.975.000.000,,0.9999899999999999,0.9999899999999999,3099975000000.0,,0.9999899999999999,0.9999899999999999,3099975000000.0,
- Công ty CP Gang thép Hòa Phát (i),▪ Công ty con > - Công ty CP Gang thép Hòa Phát (i),- Công ty CP Gang thép Hòa Phát (i),"99,998%","99,998%",47.499.220.000.000,,"99,998%","99,998%",-,,0.9999800000000001,0.9999800000000001,47499220000000.0,,0.9999800000000001,0.9999800000000001,,
- Công ty CP Sản phẩm thép Hòa Phát (i),▪ Công ty con > - Công ty CP Sản phẩm thép Hòa Phát (i),- Công ty CP Sản phẩm thép Hòa Phát (i),"99,994%","99,994%",5.499.650.000.000,,"99,99%","99,99%",-,,0.99994,0.99994,5499650000000.0,,0.9998999999999999,0.9998999999999999,,
- Công ty CP Phát triển Bất động sản Hòa Phát (i),▪ Công ty con > - Công ty CP Phát triển Bất động sản Hòa Phát (i),- Công ty CP Phát triển Bất động sản Hòa Phát (i),"99,90%","99,90%",1.998.000.000.000,,"99,90%","99,90%",-,,0.9990000000000001,0.9990000000000001,1998000000000.0,,0.9990000000000001,0.9990000000000001,,
- Công ty CP Điện máy Gia dụng Hòa Phát (ii),▪ Công ty con > - Công ty CP Điện máy Gia dụng Hòa Phát (ii),- Công ty CP Điện máy Gia dụng Hòa Phát (ii),"99,90%","99,90%",382.000.000.000,,-,-,-,,0.9990000000000001,0.9990000000000001,382000000000.0,,,,,
,,,,,58.478.845.000.000,,,,47.585.769.800.000,,,,58478845000000.0,,,,47585769800000.0,
▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,,,,,,,,
- Công ty CP Phát triển Đô thị Bắc Hà Nội,▪ Đơn vị khác > - Công ty CP Phát triển Đô thị Bắc Hà Nội,- Công ty CP Phát triển Đô thị Bắc Hà Nội,7%,"7,99%",700.000.000,,7%,"7,99%",700.000.000,,0.07,0.0799,700000000.0,,0.07,0.0799,700000000.0,
,,,,,58.479.545.000.000 (*),,,,47.586.469.800.000 (*),,,,,,,,,
