row_label_raw,row_label_full,Chỉ tiêu,31/12/2025,31/12/2024,numeric__31/12/2025,numeric__31/12/2024
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,506.289,28.644,506289.0,28644.0
Cam kết giao dịch ngoại hồi,Cam kết giao dịch ngoại hồi,Cam kết giao dịch ngoại hồi,20.460.218,13.317.723,20460218.0,13317723.0
Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,838.896,1.397.853,838896.0,1397853.0
Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,-,889.543,,889543.0
Cam kết giao dịch hoán đổi,Cam kết giao dịch hoán đổi,Cam kết giao dịch hoán đổi,19.621.322,11.030.327,19621322.0,11030327.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,49.525,204.014,49525.0,204014.0
Cam kết thanh toán trong nghiệp vụ L/C,Cam kết thanh toán trong nghiệp vụ L/C,Cam kết thanh toán trong nghiệp vụ L/C,49.525,204.014,49525.0,204014.0
Các bảo lãnh khác,Các bảo lãnh khác,Các bảo lãnh khác,20.402.592,5.435.180,20402592.0,5435180.0
Bảo lãnh thanh toán,Bảo lãnh thanh toán,Bảo lãnh thanh toán,8.177.619,188.532,8177619.0,188532.0
Bảo lãnh thực hiện hợp đồng,Bảo lãnh thực hiện hợp đồng,Bảo lãnh thực hiện hợp đồng,1.840.740,567.794,1840740.0,567794.0
Bảo lãnh dự thầu,Bảo lãnh dự thầu,Bảo lãnh dự thầu,95.210,63.418,95210.0,63418.0
Cam kết bảo lãnh khác,Cam kết bảo lãnh khác,Cam kết bảo lãnh khác,10.289.023,4.615.436,10289023.0,4615436.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,55.489.957,8.838.410,55489957.0,8838410.0
Tổng cộng,Tổng cộng,Tổng cộng,96.908.581,27.823.971,96908581.0,27823971.0
