row_label_raw,row_label_full,Khoản mục,"Nhà cửa, vật kiến trúc",Máy móc thiết bị,Phương tiện vận tải truyền dẫn,Thiết bị dụng cụ quản lý,Tài sản cố định khác,Tổng cộng,"numeric__Nhà cửa, vật kiến trúc",numeric__Máy móc thiết bị,numeric__Phương tiện vận tải truyền dẫn,numeric__Thiết bị dụng cụ quản lý,numeric__Tài sản cố định khác,numeric__Tổng cộng
Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,,,,,,
Số dư đầu năm,Nguyên giá TSCĐ hữu hình > Số dư đầu năm,Số dư đầu năm,43.815,186.957,69.604,95.021,33,395.430,43815.0,186957.0,69604.0,95021.0,33.0,395430.0
- Mua trong năm,Nguyên giá TSCĐ hữu hình > - Mua trong năm,- Mua trong năm,42.110,11.566,2.997,12.255,-,68.928,42110.0,11566.0,2997.0,12255.0,,68928.0
"- Thanh lý, nhượng bán","Nguyên giá TSCĐ hữu hình > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",(1.578),(9.214),(6.201),(22.137),(33),(39.163),-1578.0,-9214.0,-6201.0,-22137.0,-33.0,-39163.0
Số dư cuối năm,Nguyên giá TSCĐ hữu hình > Số dư cuối năm,Số dư cuối năm,84.347,189.309,66.400,85.139,-,425.195,84347.0,189309.0,66400.0,85139.0,,425195.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,16.116,88.176,37.846,45.933,33,188.104,16116.0,88176.0,37846.0,45933.0,33.0,188104.0
- Khấu hao trong năm,Giá trị hao mòn lũy kế > - Khấu hao trong năm,- Khấu hao trong năm,2.622,19.725,5.496,12.735,-,40.578,2622.0,19725.0,5496.0,12735.0,,40578.0
"- Thanh lý, nhượng bán","Giá trị hao mòn lũy kế > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",(650),(9.190),(6.151),(20.178),(33),(36.202),-650.0,-9190.0,-6151.0,-20178.0,-33.0,-36202.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,18.088,98.711,37.191,38.490,-,192.480,18088.0,98711.0,37191.0,38490.0,,192480.0
Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,,,,,,
Số dư đầu năm,Giá trị còn lại của TSCĐ hữu hình > Số dư đầu năm,Số dư đầu năm,27.699,98.781,31.758,49.088,-,207.326,27699.0,98781.0,31758.0,49088.0,,207326.0
Số dư cuối năm,Giá trị còn lại của TSCĐ hữu hình > Số dư cuối năm,Số dư cuối năm,66.259,90.598,29.209,46.649,-,232.715,66259.0,90598.0,29209.0,46649.0,,232715.0
- Các thông tin khác về tài sản cố định hữu hình:,- Các thông tin khác về tài sản cố định hữu hình:,- Các thông tin khác về tài sản cố định hữu hình:,- Các thông tin khác về tài sản cố định hữu hình:,- Các thông tin khác về tài sản cố định hữu hình:,31/12/2025,31/12/2024,,,,,,,,
* Cam kết mua TSCĐ có giá trị lớn trong tương lai,- Các thông tin khác về tài sản cố định hữu hình: > * Cam kết mua TSCĐ có giá trị lớn trong tương lai,* Cam kết mua TSCĐ có giá trị lớn trong tương lai,* Cam kết mua TSCĐ có giá trị lớn trong tương lai,* Cam kết mua TSCĐ có giá trị lớn trong tương lai,71.004,46.357,,,,,71004.0,46357.0,,
* Nguyên giá tài sản cố định đã khấu hao hết,- Các thông tin khác về tài sản cố định hữu hình: > * Nguyên giá tài sản cố định đã khấu hao hết,* Nguyên giá tài sản cố định đã khấu hao hết,* Nguyên giá tài sản cố định đã khấu hao hết,* Nguyên giá tài sản cố định đã khấu hao hết,45.375,79.973,,,,,45375.0,79973.0,,
