row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,31/12/2025,31/12/2024,numeric__Thuyết minh,numeric__31/12/2025,numeric__31/12/2024
1. Bảo lãnh vay vốn,1. Bảo lãnh vay vốn,1. Bảo lãnh vay vốn,VIII.31,506.289,28.644,,506289.0,28644.0
2. Cam kết giao dịch hồi đoái,2. Cam kết giao dịch hồi đoái,2. Cam kết giao dịch hồi đoái,VIII.31,20.460.218,13.317.723,,20460218.0,13317723.0
2.1 Cam kết mua ngoại tệ,2.1 Cam kết mua ngoại tệ,2.1 Cam kết mua ngoại tệ,,838.896,1.397.853,,838896.0,1397853.0
2.2 Cam kết bán ngoại tệ,2.2 Cam kết bán ngoại tệ,2.2 Cam kết bán ngoại tệ,,-,889.543,,,889543.0
2.3 Cam kết giao dịch hoán đổi,2.3 Cam kết giao dịch hoán đổi,2.3 Cam kết giao dịch hoán đổi,,19.621.322,11.030.327,,19621322.0,11030327.0
2.4 Cam kết giao dịch tương lai,2.4 Cam kết giao dịch tương lai,2.4 Cam kết giao dịch tương lai,,-,-,,,
3. Cam kết cho vay không hủy ngang,3. Cam kết cho vay không hủy ngang,3. Cam kết cho vay không hủy ngang,,-,-,,,
4. Cam kết trong nghiệp vụ L/C,3. Cam kết cho vay không hủy ngang > 4. Cam kết trong nghiệp vụ L/C,4. Cam kết trong nghiệp vụ L/C,VIII.31,49.525,204.014,,49525.0,204014.0
5. Bảo lãnh khác,3. Cam kết cho vay không hủy ngang > 5. Bảo lãnh khác,5. Bảo lãnh khác,VIII.31,20.402.592,5.435.180,,20402592.0,5435180.0
6. Các cam kết khác,3. Cam kết cho vay không hủy ngang > 6. Các cam kết khác,6. Các cam kết khác,VIII.31,55.489.957,8.838.410,,55489957.0,8838410.0
7. Lãi cho vay và phí phải thu chưa thu được,3. Cam kết cho vay không hủy ngang > 7. Lãi cho vay và phí phải thu chưa thu được,7. Lãi cho vay và phí phải thu chưa thu được,,17.361.569,20.410.771,,17361569.0,20410771.0
8. Nợ khó đòi đã xử lý,3. Cam kết cho vay không hủy ngang > 8. Nợ khó đòi đã xử lý,8. Nợ khó đòi đã xử lý,,5.563.004,1.601.096,,5563004.0,1601096.0
9. Tài sản và chứng từ khác,3. Cam kết cho vay không hủy ngang > 9. Tài sản và chứng từ khác,9. Tài sản và chứng từ khác,,70.499.008,55.128.422,,70499008.0,55128422.0
